# Server version 0.08 running on GOLDEN.gateway.2wire.net:8123
# Game ID: 207
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Tue Apr 08 18:14:03 EDT 2014
# Player 1: Player-0, 'random', running on GOLDEN.gateway.2wire.net
# Player 2: Player-1, 's260520039Player', running on 127.0.0.1
# Player 3: Player-2, 'random', running on GOLDEN.gateway.2wire.net
# Player 4: Player-3, 'random', running on GOLDEN.gateway.2wire.net
START Player-0 random
START Player-1 s260520039Player
START Player-2 random
START Player-3 random
0 (3,1) (4,0)
1 (13,2) (12,3)
2 (0,13) (0,11)
2 null null
3 (14,13) (12,13)
3 (12,13) (14,13)
3 (14,13) (14,11)
3 null null
0 (3,0) (5,0)
0 (5,0) (3,0)
0 null null
1 (15,0) (13,2)
1 (13,2) (11,4)
1 null null
2 (0,11) (1,10)
3 (13,13) (12,12)
0 (1,3) (2,4)
1 (15,3) (13,3)
1 (13,3) (11,3)
1 (11,3) (11,5)
1 null null
2 (2,15) (0,13)
2 (0,13) (2,11)
2 (2,11) (0,9)
2 null null
3 (12,12) (13,13)
0 (1,2) (1,3)
1 (12,1) (12,2)
2 (1,10) (1,11)
3 (13,14) (14,13)
0 (2,4) (3,3)
1 (12,2) (12,4)
1 (12,4) (10,4)
1 null null
2 (1,11) (1,10)
3 (14,11) (13,12)
0 (4,0) (5,1)
1 (15,1) (13,3)
1 (13,3) (11,3)
1 (11,3) (9,5)
1 null null
2 (1,13) (3,13)
2 (3,13) (1,13)
2 (1,13) (3,13)
2 null null
3 (15,12) (14,11)
0 (0,2) (1,2)
1 (10,4) (8,6)
1 null null
2 (1,14) (2,15)
3 (13,12) (12,11)
0 (3,3) (4,3)
1 (14,0) (12,2)
1 (12,2) (12,4)
1 (12,4) (10,6)
1 (10,6) (8,4)
1 null null
2 (1,10) (0,11)
3 (13,13) (12,12)
0 (5,1) (6,0)
1 (11,5) (10,6)
2 (2,14) (4,14)
2 (4,14) (2,14)
2 (2,14) (2,12)
2 null null
3 (12,11) (11,10)
0 (2,1) (2,3)
0 (2,3) (2,1)
0 (2,1) (2,3)
0 null null
1 (9,5) (7,7)
1 null null
2 (2,15) (4,15)
2 null null
3 (12,12) (12,11)
0 (4,3) (3,2)
1 (8,6) (6,8)
1 null null
2 (0,11) (0,13)
2 (0,13) (2,11)
2 (2,11) (0,13)
2 null null
3 (12,11) (13,11)
0 (2,3) (2,4)
1 (7,7) (5,9)
1 null null
2 (1,15) (2,15)
3 (14,11) (13,10)
0 (2,2) (0,2)
0 (0,2) (2,2)
0 (2,2) (0,2)
0 (0,2) (0,4)
0 (0,4) (0,2)
0 (0,2) (2,2)
0 null null
1 (12,3) (10,5)
1 (10,5) (10,7)
1 null null
2 (2,12) (3,11)
3 (12,14) (11,13)
0 (6,0) (7,0)
1 (6,8) (4,10)
1 (4,10) (2,12)
1 (2,12) (2,14)
1 null null
2 (0,9) (1,10)
3 (12,15) (11,14)
0 (2,4) (1,5)
1 (15,2) (13,4)
1 null null
2 (4,15) (5,14)
3 (11,10) (12,10)
0 (2,2) (4,2)
0 null null
1 (14,3) (12,5)
1 (12,5) (10,3)
1 null null
2 (2,13) (4,13)
2 (4,13) (6,15)
2 (6,15) (4,13)
2 null null
3 (14,12) (15,11)
0 (0,1) (0,2)
1 (13,4) (12,5)
2 (0,14) (1,14)
3 (14,14) (14,12)
3 (14,12) (14,14)
3 (14,14) (14,12)
3 null null
0 (0,3) (2,3)
0 (2,3) (4,1)
0 null null
1 (13,1) (12,2)
2 (0,15) (1,15)
3 (13,11) (13,9)
3 (13,9) (13,11)
3 (13,11) (11,9)
3 (11,9) (13,11)
3 null null
0 (7,0) (6,1)
1 (13,0) (15,2)
1 (15,2) (13,2)
1 (13,2) (11,2)
1 (11,2) (9,4)
1 (9,4) (7,4)
1 null null
2 (3,13) (2,13)
3 (15,14) (13,12)
3 (13,12) (15,12)
3 (15,12) (15,14)
3 null null
0 (6,1) (5,2)
1 (7,4) (6,5)
2 (1,12) (2,12)
3 (13,10) (11,10)
3 null null
0 (3,2) (4,3)
1 (6,5) (5,5)
2 (1,14) (3,12)
2 (3,12) (3,10)
2 (3,10) (3,12)
2 (3,12) (1,12)
2 (1,12) (3,12)
2 (3,12) (1,12)
2 null null
3 (14,13) (13,13)
0 (0,2) (0,1)
1 (5,5) (4,5)
2 (0,12) (1,11)
3 (13,11) (13,10)
0 (0,0) (2,2)
0 null null
1 (10,7) (10,8)
2 (0,13) (1,13)
3 (15,13) (13,11)
3 (13,11) (13,9)
3 (13,9) (11,11)
3 (11,11) (13,9)
3 (13,9) (13,11)
3 null null
0 (3,0) (2,1)
1 (10,3) (10,2)
2 (3,11) (2,11)
3 (14,15) (14,14)
0 (4,2) (4,0)
0 null null
1 (12,2) (12,1)
2 (2,11) (3,12)
3 (14,14) (13,14)
0 (4,0) (5,1)
1 (11,4) (12,4)
2 (1,12) (1,14)
2 (1,14) (1,12)
2 null null
3 (15,11) (15,12)
0 (1,3) (0,3)
1 (10,8) (10,7)
2 (1,10) (2,9)
3 (12,10) (14,10)
3 (14,10) (12,12)
3 (12,12) (10,14)
3 (10,14) (12,12)
3 (12,12) (10,14)
3 (10,14) (12,14)
3 (12,14) (10,12)
3 null null
0 (2,0) (3,1)
1 (14,1) (15,1)
2 (3,14) (4,14)
3 (15,15) (15,13)
3 (15,13) (15,11)
3 (15,11) (15,13)
3 (15,13) (15,15)
3 null null
0 (4,3) (6,1)
0 null null
1 (15,1) (15,2)
2 (3,12) (4,12)
3 (15,14) (15,13)
0 (2,2) (0,2)
0 (0,2) (2,0)
0 (2,0) (0,2)
0 (0,2) (0,0)
0 null null
1 (4,5) (3,6)
2 (2,9) (1,10)
3 (11,10) (11,11)
0 (6,1) (7,0)
1 (3,6) (4,7)
2 (5,14) (5,15)
3 (13,11) (13,9)
3 null null
0 (1,5) (2,5)
1 (10,2) (10,1)
2 (1,11) (2,11)
3 (15,15) (15,14)
0 (0,0) (2,2)
0 (2,2) (4,0)
0 (4,0) (2,2)
0 null null
1 (10,6) (9,7)
2 (2,12) (3,12)
3 (15,12) (14,13)
0 (2,2) (3,3)
1 (10,1) (9,1)
2 (2,11) (2,10)
3 (13,10) (12,11)
0 (1,2) (0,2)
1 (10,7) (11,8)
2 (1,12) (0,13)
3 (11,11) (10,10)
0 (5,1) (6,1)
1 (11,8) (12,8)
2 (2,10) (3,10)
3 (13,14) (12,14)
0 (6,1) (6,0)
1 (12,8) (12,7)
2 (4,13) (5,13)
3 (15,13) (14,14)
0 (0,3) (1,2)
1 (8,4) (9,3)
2 (3,15) (3,14)
3 (13,15) (12,15)
0 (1,1) (1,3)
0 null null
1 (12,0) (12,2)
1 null null
2 (3,12) (1,14)
2 (1,14) (3,12)
2 null null
3 (12,11) (13,11)
0 (0,1) (0,3)
0 null null
1 (12,2) (11,3)
2 (2,15) (1,14)
3 (15,14) (13,12)
3 null null
0 (0,3) (2,3)
0 null null
1 (12,5) (13,5)
2 (2,13) (1,12)
3 (14,14) (15,13)
0 (2,1) (1,1)
1 (15,2) (14,1)
2 (4,12) (2,12)
2 (2,12) (4,12)
2 (4,12) (6,14)
2 (6,14) (4,12)
2 (4,12) (2,12)
2 (2,12) (4,12)
2 (4,12) (6,14)
2 null null
3 (14,13) (15,12)
0 (1,3) (2,2)
1 (9,7) (10,6)
2 (6,14) (6,15)
3 (11,14) (10,14)
0 (1,0) (2,0)
1 (9,1) (8,0)
2 (1,12) (1,11)
3 (12,15) (13,14)
0 (2,2) (1,3)
1 (8,0) (8,1)
2 (1,10) (0,9)
3 (14,12) (15,11)
0 (6,0) (5,1)
1 (11,3) (11,4)
2 (3,14) (4,15)
3 (10,12) (9,13)
0 (3,1) (4,2)
1 (13,5) (13,6)
2 (0,13) (1,12)
3 (10,14) (8,12)
3 (8,12) (10,14)
3 (10,14) (8,12)
3 (8,12) (10,14)
3 null null
0 (4,2) (6,2)
0 null null
1 (13,6) (12,6)
2 (3,10) (4,11)
3 (10,10) (10,9)
0 (1,3) (2,2)
1 (12,6) (13,7)
2 (6,15) (7,15)
3 (9,13) (10,12)
0 (1,2) (1,3)
1 (14,1) (15,0)
2 (1,12) (0,13)
3 (15,13) (14,13)
0 (1,3) (1,4)
1 (11,4) (12,5)
2 (5,15) (6,15)
3 (12,14) (13,15)
0 (5,2) (6,3)
1 (15,0) (15,1)
2 (5,13) (5,12)
3 (11,13) (12,13)
0 (5,1) (5,0)
1 (13,7) (12,8)
2 (0,13) (0,14)
3 (10,12) (9,13)
0 (2,0) (2,1)
1 (10,6) (10,7)
2 (4,15) (3,14)
3 (13,9) (13,10)
0 (6,3) (7,3)
1 (12,4) (11,4)
2 (4,11) (2,13)
2 (2,13) (4,11)
2 null null
3 (13,11) (14,10)
0 (6,2) (5,2)
1 (8,1) (9,1)
2 (3,12) (2,13)
3 (12,13) (11,13)
0 (1,1) (3,1)
0 null null
1 (12,7) (12,9)
1 (12,9) (14,11)
1 (14,11) (12,13)
1 (12,13) (10,13)
1 (10,13) (10,15)
1 null null
2 (6,15) (5,14)
3 (13,13) (12,13)
0 (1,4) (0,4)
1 (12,8) (12,7)
2 (4,14) (5,15)
3 (15,12) (14,12)
0 (2,3) (1,3)
1 (12,5) (10,3)
1 (10,3) (8,3)
1 (8,3) (6,3)
1 null null
2 (0,9) (0,8)
3 (9,13) (11,15)
3 (11,15) (9,13)
3 null null
0 (2,5) (2,4)
1 (10,7) (9,7)
2 (1,11) (2,11)
3 (10,14) (9,15)
0 (2,2) (3,2)
1 (9,1) (10,0)
2 (5,12) (6,13)
3 (9,13) (10,14)
0 (5,0) (6,0)
1 (11,4) (11,5)
2 (7,15) (7,14)
3 (10,9) (9,8)
0 (4,1) (2,3)
0 (2,3) (4,3)
0 null null
1 (6,3) (7,4)
2 (5,15) (4,15)
3 (12,13) (12,14)
0 (4,3) (3,4)
1 (9,7) (10,6)
2 (3,14) (4,13)
3 (9,15) (9,14)
0 (5,2) (4,3)
1 (7,4) (6,3)
2 (7,14) (8,15)
3 (14,13) (15,13)
0 (7,0) (7,1)
1 (6,3) (5,4)
2 (4,15) (4,14)
3 (14,12) (13,13)
0 (3,4) (5,2)
0 null null
1 (11,5) (12,4)
2 (4,13) (3,12)
3 (9,8) (8,9)
0 (2,1) (2,0)
1 (10,15) (11,14)
2 (1,14) (2,15)
3 (15,13) (14,13)
0 (3,2) (3,0)
0 (3,0) (1,0)
0 null null
1 (11,14) (11,12)
1 null null
2 (2,15) (0,15)
2 (0,15) (0,13)
2 null null
3 (11,13) (11,14)
0 (5,2) (5,3)
1 (12,7) (13,8)
2 (3,12) (5,10)
2 null null
3 (13,15) (11,13)
3 null null
0 (2,0) (0,0)
0 (0,0) (2,0)
0 (2,0) (0,0)
0 (0,0) (2,0)
0 null null
1 (13,8) (13,9)
2 (6,13) (7,12)
3 (13,12) (12,13)
0 (2,0) (4,2)
0 (4,2) (6,4)
0 (6,4) (8,2)
0 null null
1 (15,1) (15,0)
2 (2,13) (3,13)
3 (8,9) (8,10)
0 (2,4) (2,5)
1 (13,9) (14,8)
2 (5,14) (3,14)
2 null null
3 (15,11) (15,10)
0 (4,3) (4,2)
1 (11,12) (10,11)
