# Server version 0.08 running on GOLDEN.gateway.2wire.net:8123
# Game ID: 217
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Tue Apr 08 18:43:27 EDT 2014
# Player 1: Player-0, 's260520039Player', running on 127.0.0.1
# Player 2: Player-1, 's260520039Player', running on 127.0.0.1
# Player 3: Player-2, 'random', running on GOLDEN.gateway.2wire.net
# Player 4: Player-3, 'random', running on GOLDEN.gateway.2wire.net
START Player-0 s260520039Player
START Player-1 s260520039Player
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (13,2) (12,3)
2 (1,15) (3,13)
2 null null
3 (14,13) (13,12)
0 (0,0) (2,2)
0 (2,2) (4,4)
0 null null
1 (15,0) (13,2)
1 (13,2) (11,4)
1 null null
2 (2,13) (0,11)
2 (0,11) (2,13)
2 (2,13) (4,13)
2 null null
3 (12,15) (12,13)
3 (12,13) (14,13)
3 (14,13) (12,11)
3 null null
0 (0,3) (2,3)
0 (2,3) (4,3)
0 (4,3) (4,5)
0 null null
1 (15,3) (13,3)
1 (13,3) (11,3)
1 (11,3) (11,5)
1 null null
2 (0,13) (2,11)
2 null null
3 (13,13) (15,11)
3 null null
0 (3,1) (3,2)
1 (12,1) (12,2)
2 (1,14) (1,15)
3 (15,12) (15,10)
3 null null
0 (3,2) (3,4)
0 (3,4) (5,4)
0 null null
1 (12,2) (12,4)
1 (12,4) (10,4)
1 null null
2 (4,13) (5,14)
3 (15,13) (15,12)
0 (0,1) (2,3)
0 (2,3) (4,3)
0 (4,3) (6,5)
0 null null
1 (15,1) (15,3)
1 (15,3) (13,3)
1 (13,3) (11,3)
1 (11,3) (9,5)
1 null null
2 (3,13) (4,14)
3 (15,12) (14,13)
0 (5,4) (7,6)
0 null null
1 (10,4) (8,6)
1 (8,6) (6,6)
1 null null
2 (1,12) (1,14)
2 null null
3 (12,14) (12,15)
0 (1,0) (3,2)
0 (3,2) (3,4)
0 (3,4) (5,6)
0 (5,6) (7,4)
0 null null
1 (14,1) (13,2)
2 (4,14) (4,13)
3 (13,14) (12,13)
0 (6,5) (8,7)
0 null null
1 (14,0) (12,2)
1 (12,2) (12,4)
1 (12,4) (10,6)
1 (10,6) (8,4)
1 (8,4) (6,4)
1 null null
2 (0,12) (0,11)
3 (14,13) (15,13)
0 (1,2) (1,0)
0 (1,0) (3,2)
0 (3,2) (3,4)
0 (3,4) (5,6)
0 null null
1 (11,5) (10,6)
2 (2,11) (1,11)
3 (13,15) (11,15)
3 (11,15) (13,15)
3 null null
0 (3,0) (1,0)
0 (1,0) (3,2)
0 (3,2) (3,4)
0 (3,4) (5,4)
0 (5,4) (3,6)
0 null null
1 (11,4) (10,5)
2 (0,14) (2,12)
2 (2,12) (0,14)
2 (0,14) (2,12)
2 (2,12) (0,14)
2 (0,14) (2,12)
2 null null
3 (14,12) (15,12)
0 (2,1) (3,2)
1 (6,6) (4,6)
1 (4,6) (2,6)
1 null null
2 (5,14) (3,12)
2 null null
3 (12,13) (11,13)
0 (3,2) (3,4)
0 (3,4) (5,4)
0 null null
1 (13,2) (11,4)
1 (11,4) (9,6)
1 (9,6) (7,8)
1 null null
2 (0,15) (2,13)
2 null null
3 (13,12) (13,11)
0 (4,5) (6,7)
0 (6,7) (8,9)
0 null null
1 (13,0) (13,2)
1 (13,2) (11,4)
1 (11,4) (9,6)
1 null null
2 (1,14) (1,12)
2 (1,12) (1,10)
2 (1,10) (1,12)
2 (1,12) (1,10)
2 null null
3 (11,13) (10,13)
0 (5,4) (6,5)
1 (10,5) (8,5)
1 (8,5) (6,7)
1 (6,7) (4,5)
1 (4,5) (2,7)
1 null null
2 (1,10) (2,11)
3 (12,11) (13,12)
0 (6,5) (6,3)
0 (6,3) (8,5)
0 (8,5) (10,7)
0 null null
1 (15,2) (13,4)
1 (13,4) (11,2)
1 null null
2 (3,15) (4,15)
3 (13,15) (11,15)
3 null null
0 (8,9) (9,10)
1 (9,5) (9,7)
1 (9,7) (7,7)
1 (7,7) (7,9)
1 null null
2 (2,11) (3,10)
3 (15,12) (14,12)
0 (8,7) (6,9)
0 (6,9) (8,9)
0 (8,9) (10,11)
0 null null
1 (13,1) (15,3)
1 (15,3) (13,3)
1 (13,3) (11,3)
1 null null
2 (4,15) (4,14)
3 (15,10) (15,9)
0 (9,10) (11,12)
0 (11,12) (9,14)
0 null null
1 (9,6) (8,7)
2 (2,12) (2,11)
3 (11,15) (13,15)
3 null null
0 (7,4) (8,5)
1 (8,7) (6,9)
1 null null
2 (4,14) (3,13)
3 (15,11) (15,12)
0 (4,4) (5,5)
1 (12,3) (12,4)
2 (3,10) (4,10)
3 (15,12) (14,11)
0 (1,1) (2,2)
GAMEOVER DISCONNECTION Player-1
WINNER Player-0
# Game ended: Tue Apr 08 18:43:48 EDT 2014
