# Server version 0.08 running on GOLDEN.gateway.2wire.net:8123
# Game ID: 214
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Tue Apr 08 18:37:40 EDT 2014
# Player 1: Player-0, 'random', running on GOLDEN.gateway.2wire.net
# Player 2: Player-1, 's260520039Player', running on 127.0.0.1
# Player 3: Player-2, 'random', running on GOLDEN.gateway.2wire.net
# Player 4: Player-3, 'random', running on GOLDEN.gateway.2wire.net
START Player-0 random
START Player-1 s260520039Player
START Player-2 random
START Player-3 random
0 (0,1) (2,3)
0 (2,3) (0,1)
0 null null
1 (13,2) (12,3)
2 (0,13) (2,11)
2 null null
3 (13,15) (11,15)
3 (11,15) (13,15)
3 null null
0 (1,3) (2,4)
1 (15,0) (13,2)
1 (13,2) (11,4)
1 null null
2 (2,13) (3,12)
3 (13,13) (12,12)
0 (1,2) (1,3)
1 (15,3) (13,3)
1 (13,3) (11,3)
1 (11,3) (11,5)
1 null null
2 (2,11) (2,10)
3 (14,12) (15,11)
0 (1,0) (1,2)
0 (1,2) (3,2)
0 (3,2) (1,0)
0 (1,0) (3,2)
0 null null
1 (12,1) (12,2)
2 (1,12) (2,13)
3 (12,14) (13,13)
0 (1,3) (1,4)
1 (12,2) (12,4)
1 (12,4) (10,4)
1 null null
2 (3,12) (4,13)
3 (15,12) (14,12)
0 (3,2) (3,3)
1 (10,4) (9,5)
2 (2,10) (2,11)
3 (12,12) (12,11)
0 (2,0) (1,0)
1 (15,1) (13,3)
1 (13,3) (11,3)
1 null null
2 (2,11) (3,10)
3 (14,13) (12,13)
3 (12,13) (14,13)
3 null null
0 (3,3) (4,2)
1 (14,0) (12,2)
1 (12,2) (10,4)
1 (10,4) (8,6)
1 null null
2 (1,13) (2,12)
3 (14,13) (12,13)
3 (12,13) (14,13)
3 (14,13) (12,13)
3 null null
0 (1,0) (1,2)
0 null null
1 (14,1) (13,2)
2 (2,15) (4,15)
2 null null
3 (14,15) (14,13)
3 (14,13) (14,11)
3 (14,11) (14,13)
3 (14,13) (14,15)
3 null null
0 (1,2) (2,3)
1 (8,6) (7,7)
2 (4,13) (5,13)
3 (14,15) (14,13)
3 null null
0 (4,2) (5,2)
1 (14,3) (13,4)
2 (0,12) (1,11)
3 (14,12) (15,12)
0 (2,4) (3,4)
1 (11,3) (10,4)
2 (3,10) (4,10)
3 (15,14) (14,15)
0 (3,0) (1,2)
0 null null
1 (10,4) (8,6)
1 (8,6) (6,8)
1 null null
2 (3,15) (4,14)
3 (15,13) (15,14)
0 (0,3) (2,5)
0 (2,5) (0,3)
0 (0,3) (2,5)
0 null null
1 (13,0) (12,1)
2 (2,13) (2,15)
2 (2,15) (2,13)
2 (2,13) (2,11)
2 null null
3 (15,11) (14,10)
0 (2,2) (3,2)
1 (11,4) (10,5)
2 (0,15) (0,13)
2 (0,13) (0,15)
2 (0,15) (0,13)
2 (0,13) (0,15)
2 (0,15) (0,13)
2 (0,13) (2,15)
2 (2,15) (2,13)
2 (2,13) (2,15)
2 (2,15) (4,13)
2 (4,13) (6,13)
2 null null
3 (15,15) (15,13)
3 (15,13) (15,11)
3 (15,11) (15,13)
3 (15,13) (15,15)
3 null null
0 (1,2) (1,0)
0 null null
1 (7,7) (5,9)
1 (5,9) (3,11)
1 (3,11) (1,13)
1 (1,13) (3,15)
1 null null
2 (4,15) (2,13)
2 (2,13) (0,15)
2 (0,15) (0,13)
2 (0,13) (2,15)
2 (2,15) (2,13)
2 null null
3 (13,13) (15,13)
3 null null
0 (2,5) (2,4)
1 (13,2) (13,0)
1 (13,0) (11,2)
1 null null
2 (4,14) (4,13)
3 (14,10) (14,11)
0 (2,4) (2,2)
0 (2,2) (2,0)
0 null null
1 (13,4) (12,5)
2 (2,14) (3,13)
3 (12,11) (13,12)
0 (1,1) (1,2)
1 (6,8) (5,9)
2 (2,13) (4,15)
2 (4,15) (2,13)
2 (2,13) (0,15)
2 (0,15) (0,13)
2 (0,13) (2,15)
2 (2,15) (0,13)
2 (0,13) (2,15)
2 null null
3 (12,13) (11,14)
0 (3,4) (3,3)
1 (11,2) (13,4)
1 (13,4) (11,6)
1 (11,6) (9,4)
1 (9,4) (9,6)
1 null null
2 (2,12) (1,13)
3 (13,15) (11,15)
3 (11,15) (11,13)
3 (11,13) (11,15)
3 (11,15) (11,13)
3 null null
0 (2,3) (4,3)
0 (4,3) (2,3)
0 null null
1 (9,6) (8,7)
2 (0,14) (2,12)
2 (2,12) (4,14)
2 null null
3 (14,11) (15,11)
0 (3,1) (3,0)
1 (11,5) (10,4)
2 (6,13) (6,12)
3 (12,15) (12,14)
0 (1,4) (1,5)
1 (8,7) (9,8)
2 (1,11) (1,10)
3 (13,14) (13,15)
0 (1,5) (1,4)
1 (12,3) (11,2)
2 (1,10) (1,11)
3 (11,14) (10,13)
0 (1,4) (1,5)
1 (10,4) (8,6)
1 null null
2 (6,12) (5,12)
3 (15,11) (14,11)
0 (0,1) (1,1)
1 (10,5) (9,4)
2 (4,10) (3,10)
3 (13,12) (13,11)
0 (3,2) (4,2)
1 (9,8) (8,8)
2 (5,12) (4,12)
3 (10,13) (9,13)
0 (0,0) (2,2)
0 (2,2) (4,4)
0 (4,4) (2,2)
0 (2,2) (2,4)
0 null null
1 (9,5) (10,5)
2 (1,14) (2,13)
3 (14,13) (13,12)
0 (2,1) (0,3)
0 null null
1 (9,4) (9,3)
2 (2,11) (1,10)
3 (13,12) (12,12)
0 (3,0) (2,1)
1 (10,5) (10,4)
2 (1,15) (0,15)
3 (14,14) (14,13)
0 (1,1) (0,0)
1 (11,2) (10,1)
2 (4,12) (4,11)
3 (12,12) (14,10)
3 null null
0 (2,1) (3,0)
1 (8,8) (8,7)
2 (2,15) (1,15)
3 (14,13) (13,13)
0 (3,3) (2,2)
1 (13,1) (11,1)
1 (11,1) (9,1)
1 null null
2 (3,14) (4,15)
3 (14,10) (15,10)
0 (0,2) (0,1)
1 (10,4) (10,3)
2 (1,10) (2,11)
3 (14,11) (13,12)
0 (2,2) (3,3)
1 (8,6) (7,7)
2 (4,11) (4,10)
3 (13,12) (14,12)
0 (1,2) (2,2)
1 (15,2) (15,1)
2 (1,15) (2,14)
3 (14,12) (14,11)
0 (2,3) (3,4)
GAMEOVER DISCONNECTION Player-1
WINNER Player-0
# Game ended: Tue Apr 08 18:37:52 EDT 2014
