# Server version 0.08 running on GOLDEN.gateway.2wire.net:8123
# Game ID: 215
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Tue Apr 08 18:39:11 EDT 2014
# Player 1: Player-0, 'random', running on GOLDEN.gateway.2wire.net
# Player 2: Player-1, 's260520039Player', running on 127.0.0.1
# Player 3: Player-2, 'random', running on GOLDEN.gateway.2wire.net
# Player 4: Player-3, 'random', running on GOLDEN.gateway.2wire.net
START Player-0 random
START Player-1 s260520039Player
START Player-2 random
START Player-3 random
0 (1,3) (0,4)
1 (13,2) (12,3)
2 (0,14) (2,12)
2 (2,12) (0,14)
2 (0,14) (2,12)
2 null null
3 (13,13) (11,15)
3 null null
0 (2,0) (4,0)
0 null null
1 (15,0) (13,2)
1 (13,2) (11,4)
1 null null
2 (3,15) (3,13)
2 (3,13) (3,15)
2 null null
3 (12,14) (13,13)
0 (2,2) (2,0)
0 (2,0) (4,2)
0 (4,2) (2,0)
0 (2,0) (4,2)
0 null null
1 (15,3) (13,3)
1 (13,3) (11,3)
1 (11,3) (11,5)
1 null null
2 (1,13) (0,14)
3 (12,15) (10,15)
3 (10,15) (12,15)
3 null null
0 (1,1) (2,2)
1 (12,1) (12,2)
2 (2,12) (3,11)
3 (13,14) (12,13)
0 (4,2) (5,1)
1 (12,2) (12,4)
1 (12,4) (10,4)
1 null null
2 (2,14) (4,14)
2 null null
3 (12,13) (13,14)
0 (0,4) (0,5)
1 (15,1) (13,3)
1 (13,3) (11,3)
1 (11,3) (9,5)
1 null null
2 (0,12) (0,11)
3 (13,13) (13,12)
0 (1,0) (3,2)
0 (3,2) (1,0)
0 (1,0) (3,2)
0 (3,2) (1,0)
0 (1,0) (3,2)
0 null null
1 (14,0) (12,2)
1 (12,2) (12,4)
1 (12,4) (10,6)
1 (10,6) (8,4)
1 null null
2 (3,15) (5,13)
2 (5,13) (3,15)
2 null null
3 (13,12) (13,13)
0 (0,2) (1,1)
1 (11,5) (9,3)
1 (9,3) (7,5)
1 null null
2 (4,14) (4,13)
3 (12,15) (12,14)
0 (1,1) (0,2)
1 (11,4) (10,5)
2 (3,14) (2,14)
3 (12,14) (11,14)
0 (5,1) (6,0)
1 (13,0) (13,2)
1 (13,2) (11,4)
1 (11,4) (9,6)
1 null null
2 (2,15) (4,15)
2 null null
3 (14,12) (13,12)
0 (0,5) (1,4)
1 (10,5) (8,5)
1 (8,5) (6,5)
1 null null
2 (4,13) (3,12)
3 (13,15) (12,15)
0 (3,1) (3,3)
0 (3,3) (1,1)
0 (1,1) (3,1)
0 (3,1) (1,1)
0 (1,1) (3,1)
0 null null
1 (14,3) (13,4)
2 (0,13) (0,12)
3 (15,12) (14,12)
0 (0,2) (0,4)
0 null null
GAMEOVER DISCONNECTION Player-1
WINNER Player-0
# Game ended: Tue Apr 08 18:39:17 EDT 2014
