# Server version 0.08 running on GOLDEN.gateway.2wire.net:8123
# Game ID: 141
# Board class: halma.CCBoard
# Timeout: 10000
# Date: Mon Apr 07 21:08:33 EDT 2014
# Player 1: Player-0, 's260520039Player', running on 127.0.0.1
# Player 2: Player-1, 's260520039Player', running on 127.0.0.1
# Player 3: Player-2, 's260520039Player', running on 127.0.0.1
# Player 4: Player-3, 's260520039Player', running on 127.0.0.1
START Player-0 s260520039Player
START Player-1 s260520039Player
START Player-2 s260520039Player
START Player-3 s260520039Player
0 (2,2) (3,3)
1 (13,2) (12,3)
2 (2,13) (3,12)
3 (13,13) (12,12)
0 (0,0) (2,2)
0 (2,2) (4,4)
0 null null
1 (15,0) (13,2)
1 (13,2) (11,4)
1 null null
2 (0,15) (2,13)
2 (2,13) (4,11)
2 null null
3 (15,15) (13,13)
3 (13,13) (11,11)
3 null null
0 (0,3) (2,3)
0 (2,3) (4,3)
0 (4,3) (4,5)
0 null null
1 (15,3) (13,3)
1 (13,3) (11,3)
1 (11,3) (11,5)
1 null null
2 (0,12) (2,12)
2 (2,12) (4,12)
2 (4,12) (4,10)
2 null null
3 (15,12) (13,12)
3 (13,12) (11,12)
3 (11,12) (11,10)
3 null null
0 (3,1) (3,2)
1 (12,1) (12,2)
2 (3,14) (3,13)
3 (12,14) (12,13)
0 (3,2) (3,4)
0 (3,4) (5,4)
0 null null
1 (12,2) (12,4)
1 (12,4) (10,4)
1 null null
2 (3,13) (3,11)
2 (3,11) (5,11)
2 null null
3 (12,13) (12,11)
3 (12,11) (10,11)
3 null null
0 (0,1) (2,3)
0 (2,3) (4,3)
0 (4,3) (6,5)
0 null null
1 (15,1) (13,3)
1 (13,3) (11,3)
1 (11,3) (9,5)
1 null null
2 (0,14) (2,12)
2 (2,12) (4,12)
2 (4,12) (6,10)
2 null null
3 (15,14) (13,12)
3 (13,12) (11,12)
3 (11,12) (9,10)
3 null null
0 (1,0) (3,2)
0 (3,2) (3,4)
0 (3,4) (5,6)
0 (5,6) (7,4)
0 null null
1 (13,1) (15,3)
1 (15,3) (15,1)
1 (15,1) (13,3)
1 (13,3) (15,3)
1 (15,3) (15,1)
1 (15,1) (13,1)
1 (13,1) (15,3)
1 null null
2 (1,15) (3,13)
2 (3,13) (3,11)
2 (3,11) (5,9)
2 (5,9) (7,11)
2 null null
3 (13,14) (15,14)
3 (15,14) (13,12)
3 (13,12) (11,12)
3 null null
0 (3,0) (1,0)
0 (1,0) (3,2)
0 null null
1 (13,0) (15,0)
1 (15,0) (13,2)
1 null null
2 (1,13) (1,15)
2 null null
3 (10,11) (12,13)
3 (12,13) (12,11)
3 (12,11) (10,9)
3 null null
0 (4,5) (6,3)
0 (6,3) (8,5)
0 (8,5) (10,5)
0 (10,5) (10,3)
0 null null
1 (14,2) (12,2)
1 (12,2) (12,4)
1 (12,4) (10,6)
1 null null
2 (4,10) (6,12)
2 (6,12) (8,10)
2 null null
3 (13,15) (15,15)
3 (15,15) (13,13)
3 null null
0 (1,2) (1,0)
0 (1,0) (3,0)
0 null null
1 (10,6) (8,4)
1 (8,4) (6,4)
1 null null
2 (4,11) (6,11)
2 (6,11) (6,9)
2 null null
3 (9,10) (7,10)
3 (7,10) (5,8)
3 null null
0 (6,5) (6,3)
0 null null
1 (14,0) (14,2)
1 null null
2 (6,9) (6,11)
2 null null
3 (14,13) (12,13)
3 (12,13) (12,11)
3 (12,11) (10,13)
3 null null
0 (2,1) (0,1)
0 (0,1) (0,3)
0 (0,3) (2,3)
0 (2,3) (4,3)
0 null null
1 (14,2) (12,2)
1 (12,2) (12,4)
1 (12,4) (10,6)
1 null null
2 (7,11) (9,9)
2 null null
3 (13,13) (15,15)
3 (15,15) (13,15)
3 null null
0 (3,0) (2,1)
1 (12,3) (10,5)
1 (10,5) (12,5)
1 null null
2 (2,14) (3,14)
3 (11,11) (11,13)
3 (11,13) (13,11)
3 null null
0 (10,3) (10,5)
0 (10,5) (12,3)
0 null null
1 (15,3) (15,1)
1 (15,1) (13,1)
1 null null
2 (2,15) (0,15)
2 (0,15) (2,13)
2 (2,13) (4,15)
2 (4,15) (2,15)
2 (2,15) (0,15)
2 (0,15) (2,13)
2 (2,13) (4,15)
2 (4,15) (2,15)
2 (2,15) (4,13)
2 null null
3 (10,9) (11,9)
0 (4,3) (4,2)
1 (15,2) (13,4)
1 (13,4) (11,6)
1 (11,6) (9,6)
1 (9,6) (9,4)
1 null null
2 (3,14) (5,12)
2 (5,12) (7,10)
2 (7,10) (9,10)
2 (9,10) (9,8)
2 null null
3 (14,15) (14,13)
3 (14,13) (14,11)
3 (14,11) (12,11)
3 (12,11) (10,9)
3 (10,9) (8,7)
3 null null
0 (2,1) (0,1)
0 null null
1 (9,4) (9,6)
1 (9,6) (7,8)
1 null null
2 (9,8) (8,9)
3 (8,7) (6,9)
3 null null
0 (0,1) (2,1)
0 (2,1) (4,3)
0 (4,3) (4,5)
0 null null
1 (12,0) (14,2)
1 (14,2) (12,2)
1 (12,2) (14,0)
1 (14,0) (14,2)
1 null null
2 (0,13) (2,15)
2 (2,15) (4,15)
2 null null
3 (14,12) (12,10)
3 (12,10) (10,10)
3 (10,10) (8,8)
3 null null
0 (5,4) (3,4)
0 null null
1 (13,2) (15,2)
1 (15,2) (13,0)
1 (13,0) (13,2)
1 (13,2) (15,2)
1 (15,2) (13,4)
1 (13,4) (11,2)
1 null null
2 (1,15) (1,13)
2 null null
3 (13,11) (11,13)
3 (11,13) (9,13)
3 null null
0 (6,3) (5,3)
1 (14,2) (15,3)
2 (9,9) (7,9)
2 (7,9) (5,9)
2 (5,9) (7,11)
2 null null
3 (10,13) (12,11)
3 (12,11) (12,13)
3 (12,13) (10,11)
3 null null
0 (0,2) (2,4)
0 null null
1 (7,8) (9,8)
1 (9,8) (7,10)
1 (7,10) (5,10)
1 (5,10) (5,12)
1 (5,12) (3,14)
1 null null
2 (4,15) (2,13)
2 (2,13) (0,13)
2 (0,13) (2,15)
2 (2,15) (4,15)
2 (4,15) (2,13)
2 (2,13) (0,13)
2 (0,13) (2,15)
2 null null
3 (11,9) (11,11)
3 null null
0 (3,2) (4,1)
1 (14,1) (12,1)
1 (12,1) (10,3)
1 (10,3) (10,5)
1 null null
2 (2,15) (0,13)
2 (0,13) (2,13)
2 (2,13) (4,11)
2 null null
3 (11,11) (9,11)
3 null null
0 (5,3) (3,1)
0 (3,1) (5,1)
0 null null
1 (11,5) (9,7)
1 null null
2 (3,15) (3,13)
2 null null
3 (11,10) (9,12)
3 (9,12) (9,10)
3 null null
0 (4,2) (4,0)
0 (4,0) (6,2)
0 null null
1 (13,1) (12,2)
2 (8,9) (8,11)
2 null null
3 (9,10) (7,12)
3 null null
0 (4,1) (6,1)
0 (6,1) (6,3)
0 (6,3) (8,5)
0 null null
1 (15,3) (13,3)
1 (13,3) (11,3)
1 null null
2 (3,12) (5,10)
2 (5,10) (5,12)
2 null null
3 (7,12) (7,13)
0 (1,3) (3,5)
0 (3,5) (5,5)
0 (5,5) (7,3)
0 null null
1 (11,2) (13,4)
1 (13,4) (11,6)
1 null null
2 (4,11) (6,13)
2 (6,13) (8,13)
2 null null
3 (9,11) (7,9)
3 (7,9) (5,9)
3 null null
0 (4,5) (2,3)
0 null null
1 (11,4) (9,4)
1 null null
2 (8,11) (8,9)
2 (8,9) (8,7)
2 null null
3 (12,15) (14,15)
3 (14,15) (14,13)
3 null null
0 (5,1) (4,1)
1 (11,6) (9,6)
1 (9,6) (11,4)
1 (11,4) (13,2)
1 (13,2) (11,2)
1 (11,2) (11,4)
1 (11,4) (13,6)
1 null null
2 (5,12) (5,10)
2 null null
3 (15,13) (13,13)
3 (13,13) (11,11)
3 (11,11) (9,11)
3 null null
0 (6,2) (8,4)
0 (8,4) (8,6)
0 null null
1 (14,3) (13,3)
2 (5,10) (7,8)
2 null null
3 (10,11) (8,11)
3 null null
0 (3,3) (1,3)
0 (1,3) (3,5)
0 (3,5) (5,3)
0 null null
1 (10,5) (8,3)
1 (8,3) (6,3)
1 (6,3) (4,3)
1 null null
2 (6,10) (8,12)
2 (8,12) (8,14)
2 (8,14) (10,12)
2 null null
3 (13,15) (15,13)
3 (15,13) (13,13)
3 (13,13) (15,15)
3 null null
0 (2,0) (0,2)
0 null null
1 (9,7) (7,5)
1 null null
2 (1,13) (2,12)
3 (15,15) (13,13)
3 (13,13) (15,13)
3 null null
0 (7,4) (7,6)
0 (7,6) (9,6)
0 (9,6) (7,4)
0 (7,4) (7,6)
0 null null
1 (7,5) (9,7)
1 (9,7) (7,9)
1 (7,9) (7,7)
1 (7,7) (9,7)
1 (9,7) (7,5)
1 null null
2 (8,13) (10,13)
2 (10,13) (10,11)
2 (10,11) (12,13)
2 null null
3 (8,11) (8,9)
3 (8,9) (6,7)
3 null null
0 (8,6) (6,6)
0 (6,6) (6,8)
0 (6,8) (4,10)
0 (4,10) (6,12)
0 (6,12) (8,14)
0 null null
1 (10,4) (8,4)
1 (8,4) (6,6)
1 (6,6) (8,6)
1 (8,6) (8,4)
1 (8,4) (6,6)
1 (6,6) (6,8)
1 null null
2 (1,14) (1,13)
3 (8,8) (8,6)
3 (8,6) (10,4)
3 (10,4) (8,4)
3 (8,4) (8,6)
3 (8,6) (10,4)
3 null null
0 (4,4) (6,2)
0 (6,2) (8,4)
0 (8,4) (6,6)
0 (6,6) (8,6)
0 null null
1 (10,6) (8,4)
1 (8,4) (6,2)
1 null null
2 (1,12) (2,11)
3 (15,13) (15,14)
0 (3,4) (5,2)
0 (5,2) (7,2)
0 null null
1 (6,2) (8,4)
1 (8,4) (10,6)
1 null null
2 (7,8) (9,6)
2 (9,6) (11,6)
2 null null
3 (5,9) (7,9)
3 (7,9) (5,7)
3 (5,7) (7,7)
3 (7,7) (9,7)
3 null null
0 (8,5) (10,5)
0 (10,5) (10,7)
0 null null
1 (6,4) (8,2)
1 (8,2) (6,2)
1 (6,2) (8,4)
1 (8,4) (6,6)
1 null null
2 (2,11) (2,13)
2 (2,13) (4,15)
2 null null
3 (9,11) (7,9)
3 (7,9) (5,9)
3 (5,9) (7,7)
3 null null
0 (1,1) (2,2)
1 (9,4) (9,6)
1 (9,6) (9,8)
1 null null
2 (4,15) (2,13)
2 null null
3 (10,4) (10,3)
0 (7,6) (5,6)
0 (5,6) (7,8)
0 (7,8) (5,10)
0 (5,10) (7,12)
0 (7,12) (7,10)
0 null null
1 (3,14) (1,12)
1 (1,12) (1,14)
1 null null
2 (2,12) (2,14)
2 (2,14) (0,14)
2 (0,14) (2,12)
2 (2,12) (4,14)
2 null null
3 (9,13) (10,14)
0 (7,10) (7,12)
0 (7,12) (7,14)
0 (7,14) (9,14)
0 null null
1 (9,8) (9,6)
1 (9,6) (7,6)
1 null null
2 (12,13) (11,14)
3 (7,13) (6,12)
0 (2,3) (3,3)
1 (7,6) (9,6)
1 null null
2 (6,11) (8,11)
2 (8,11) (8,9)
2 null null
3 (10,14) (10,15)
0 (8,6) (7,6)
1 (9,6) (7,8)
1 (7,8) (5,6)
1 null null
2 (8,10) (8,8)
2 (8,8) (8,6)
2 (8,6) (6,4)
2 (6,4) (8,2)
2 null null
3 (14,14) (13,15)
0 (2,4) (4,2)
0 (4,2) (6,4)
0 (6,4) (8,6)
0 null null
1 (6,8) (6,10)
1 null null
2 (2,13) (1,12)
3 (6,7) (6,8)
0 (7,3) (7,1)
0 (7,1) (9,3)
0 null null
1 (10,6) (8,8)
1 null null
2 (1,12) (2,12)
3 (7,7) (9,9)
3 (9,9) (7,9)
3 (7,9) (5,7)
3 (5,7) (5,9)
3 (5,9) (7,7)
3 (7,7) (9,9)
3 null null
0 (7,6) (9,6)
0 (9,6) (7,8)
0 (7,8) (5,10)
0 (5,10) (5,12)
0 null null
1 (6,10) (4,12)
1 (4,12) (2,14)
1 (2,14) (0,12)
1 null null
2 (5,11) (6,10)
3 (11,12) (10,11)
0 (9,14) (8,13)
1 (7,5) (8,5)
2 (2,12) (0,14)
2 null null
3 (9,7) (7,9)
3 (7,9) (5,11)
3 (5,11) (7,13)
3 (7,13) (9,13)
3 (9,13) (7,15)
3 null null
0 (8,6) (8,4)
0 (8,4) (10,2)
0 (10,2) (12,4)
0 (12,4) (12,6)
0 null null
1 (9,5) (8,6)
2 (0,14) (2,14)
2 (2,14) (4,12)
2 null null
3 (6,8) (4,8)
3 null null
0 (5,12) (3,12)
0 (3,12) (5,14)
0 null null
1 (5,6) (5,7)
2 (3,13) (5,11)
2 (5,11) (7,13)
2 null null
3 (15,14) (13,12)
3 null null
0 (7,2) (9,2)
0 null null
1 (0,12) (2,14)
1 (2,14) (0,14)
1 null null
2 (4,13) (4,15)
2 (4,15) (6,13)
2 (6,13) (6,11)
2 null null
3 (13,12) (11,12)
3 (11,12) (9,12)
3 (9,12) (7,14)
3 (7,14) (9,14)
3 null null
0 (10,7) (9,6)
1 (4,3) (5,4)
2 (7,11) (5,11)
2 (5,11) (7,9)
2 (7,9) (9,7)
2 (9,7) (7,7)
2 (7,7) (5,5)
2 null null
3 (4,8) (6,8)
3 (6,8) (4,6)
3 (4,6) (6,4)
3 null null
0 (5,3) (7,5)
0 (7,5) (9,5)
0 (9,5) (7,7)
0 (7,7) (9,7)
0 null null
1 (8,6) (10,8)
1 null null
2 (5,5) (7,3)
2 null null
3 (9,9) (7,7)
3 (7,7) (5,5)
3 (5,5) (5,3)
3 null null
0 (12,3) (13,2)
1 (12,2) (14,2)
1 (14,2) (12,4)
1 (12,4) (10,2)
1 (10,2) (8,4)
1 null null
2 (11,14) (11,13)
3 (9,14) (7,12)
3 (7,12) (5,12)
3 (5,12) (3,12)
3 null null
0 (9,3) (7,5)
0 null null
1 (13,6) (11,4)
1 (11,4) (11,2)
1 (11,2) (9,4)
1 (9,4) (7,4)
1 (7,4) (7,6)
1 (7,6) (9,4)
1 (9,4) (7,4)
1 null null
2 (8,9) (9,8)
3 (7,15) (6,14)
0 (9,2) (11,4)
0 null null
1 (12,5) (10,7)
1 null null
2 (8,7) (10,5)
2 (10,5) (12,3)
2 (12,3) (14,1)
2 null null
3 (5,3) (4,4)
0 (8,14) (9,14)
1 (8,5) (6,3)
1 (6,3) (8,3)
1 (8,3) (8,5)
1 (8,5) (6,3)
1 (6,3) (8,3)
1 (8,3) (8,5)
1 (8,5) (6,3)
1 (6,3) (8,3)
1 (8,3) (8,5)
1 null null
2 (11,13) (9,11)
2 null null
3 (5,8) (6,8)
0 (3,3) (5,5)
0 (5,5) (5,3)
0 null null
1 (7,4) (9,4)
1 (9,4) (7,6)
1 null null
2 (9,11) (11,13)
2 (11,13) (13,11)
2 null null
3 (12,12) (13,12)
0 (7,5) (7,7)
0 null null
1 (5,7) (7,9)
1 (7,9) (5,11)
1 (5,11) (7,11)
1 (7,11) (5,13)
1 (5,13) (3,11)
1 (3,11) (3,13)
1 null null
2 (13,11) (13,13)
2 (13,13) (15,13)
2 null null
3 (6,12) (5,12)
0 (7,7) (5,9)
0 (5,9) (7,11)
0 (7,11) (5,11)
0 (5,11) (5,13)
0 (5,13) (7,15)
0 null null
1 (1,14) (0,15)
2 (15,13) (13,13)
2 null null
3 (6,4) (4,2)
3 (4,2) (4,0)
3 null null
0 (5,3) (5,5)
0 null null
1 (10,7) (8,7)
1 null null
2 (7,13) (5,15)
2 (5,15) (5,13)
2 null null
3 (4,4) (3,5)
0 (5,5) (4,6)
1 (8,5) (10,7)
1 (10,7) (12,5)
1 null null
2 (5,13) (5,11)
2 (5,11) (7,11)
2 (7,11) (5,9)
2 (5,9) (7,9)
2 (7,9) (5,7)
2 (5,7) (7,5)
2 null null
3 (13,15) (12,15)
0 (9,7) (7,7)
0 null null
1 (8,7) (6,5)
1 (6,5) (6,7)
1 (6,7) (8,5)
1 (8,5) (8,3)
1 (8,3) (6,3)
1 (6,3) (4,5)
1 (4,5) (4,7)
1 null null
2 (1,13) (2,13)
3 (5,12) (7,10)
3 null null
0 (0,2) (1,3)
1 (6,6) (6,7)
2 (4,14) (5,15)
3 (3,12) (3,14)
3 (3,14) (1,12)
3 null null
0 (4,1) (3,2)
1 (7,6) (7,8)
1 (7,8) (5,6)
1 (5,6) (3,8)
1 null null
2 (6,11) (8,9)
2 (8,9) (8,7)
2 null null
3 (6,14) (4,14)
3 null null
0 (7,7) (5,9)
0 null null
1 (12,5) (10,7)
1 (10,7) (8,9)
1 (8,9) (6,11)
1 null null
2 (4,12) (2,14)
2 null null
3 (7,10) (7,11)
0 (1,3) (3,1)
0 null null
1 (6,11) (7,10)
2 (9,8) (10,7)
3 (4,14) (6,14)
3 null null
0 (5,9) (7,7)
0 (7,7) (9,7)
0 (9,7) (11,9)
0 null null
1 (4,7) (4,5)
1 (4,5) (2,5)
1 null null
2 (10,12) (10,10)
2 null null
3 (6,14) (4,14)
3 null null
0 (11,4) (12,4)
1 (2,5) (4,5)
1 (4,5) (6,3)
1 (6,3) (8,3)
1 null null
2 (10,7) (10,9)
2 (10,9) (12,9)
2 null null
3 (4,14) (2,12)
3 null null
0 (13,2) (12,2)
1 (13,3) (11,5)
1 (11,5) (11,7)
1 null null
2 (8,2) (7,1)
3 (10,11) (9,12)
0 (9,14) (10,14)
1 (8,3) (6,3)
1 (6,3) (4,5)
1 (4,5) (4,7)
1 (4,7) (2,9)
1 null null
2 (11,6) (13,6)
2 null null
3 (1,12) (3,14)
3 (3,14) (1,14)
3 (1,14) (3,12)
3 null null
0 (3,2) (3,0)
0 (3,0) (5,0)
0 null null
1 (2,9) (1,9)
2 (10,10) (9,10)
3 (12,15) (11,14)
0 (3,1) (1,3)
0 null null
1 (11,7) (9,9)
1 (9,9) (7,7)
1 (7,7) (9,7)
1 (9,7) (7,9)
1 null null
2 (6,10) (8,10)
2 (8,10) (10,10)
2 (10,10) (12,8)
2 (12,8) (12,10)
2 null null
3 (10,3) (12,3)
3 (12,3) (12,1)
3 null null
0 (12,2) (13,3)
1 (3,13) (3,11)
1 (3,11) (1,13)
1 null null
2 (2,14) (3,13)
3 (10,15) (9,15)
0 (1,3) (1,4)
1 (7,9) (9,7)
1 (9,7) (7,7)
1 (7,7) (5,7)
1 (5,7) (7,9)
1 (7,9) (5,9)
1 null null
2 (5,15) (4,14)
3 (6,8) (6,10)
3 (6,10) (4,8)
3 (4,8) (2,8)
3 null null
0 (13,3) (11,5)
0 null null
1 (8,4) (6,6)
1 (6,6) (6,8)
1 (6,8) (4,10)
1 null null
2 (14,1) (15,2)
3 (9,12) (7,14)
3 null null
0 (7,15) (6,14)
1 (11,3) (13,5)
1 (13,5) (11,7)
1 null null
2 (13,6) (14,5)
3 (2,12) (2,14)
3 null null
0 (5,0) (5,1)
1 (3,8) (1,8)
1 (1,8) (1,10)
1 null null
2 (7,5) (7,4)
3 (11,14) (9,14)
3 null null
0 (9,6) (7,8)
0 null null
1 (11,7) (9,9)
1 (9,9) (7,7)
1 (7,7) (5,7)
1 null null
2 (9,10) (10,9)
3 (12,1) (12,2)
0 (4,6) (6,8)
0 (6,8) (6,6)
0 (6,6) (4,8)
0 null null
1 (6,7) (8,9)
1 (8,9) (6,11)
1 null null
2 (3,13) (5,15)
2 (5,15) (7,13)
2 (7,13) (9,13)
2 (9,13) (11,15)
2 null null
3 (9,14) (7,12)
3 null null
0 (7,8) (9,8)
0 (9,8) (11,8)
0 (11,8) (13,10)
0 (13,10) (11,10)
0 (11,10) (13,8)
0 null null
1 (1,13) (0,13)
2 (10,9) (10,7)
2 null null
3 (3,12) (3,11)
0 (12,6) (11,7)
1 (6,11) (8,11)
1 (8,11) (6,13)
1 (6,13) (6,15)
1 (6,15) (4,13)
1 null null
2 (13,13) (14,14)
3 (6,9) (6,8)
0 (11,9) (13,11)
0 null null
1 (1,9) (2,9)
2 (12,9) (11,10)
3 (3,11) (4,11)
0 (13,11) (13,13)
0 null null
1 (7,10) (8,10)
2 (12,10) (13,11)
3 (7,11) (9,9)
3 (9,9) (7,7)
3 null null
0 (11,7) (11,6)
1 (1,10) (2,11)
