# Server version 0.08 running on GOLDEN.gateway.2wire.net:8123
# Game ID: 135
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Mon Apr 07 20:38:21 EDT 2014
# Player 1: Player-0, 's260520039Player', running on 127.0.0.1
# Player 2: Player-1, 'random', running on GOLDEN.gateway.2wire.net
# Player 3: Player-2, 'random', running on GOLDEN.gateway.2wire.net
# Player 4: Player-3, 'random', running on GOLDEN.gateway.2wire.net
START Player-0 s260520039Player
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (14,3) (13,4)
2 (3,14) (4,14)
3 (15,14) (13,12)
3 (13,12) (15,14)
3 null null
0 (0,0) (2,2)
0 (2,2) (4,4)
0 null null
1 (15,2) (15,4)
1 (15,4) (15,2)
1 (15,2) (15,4)
1 null null
2 (4,14) (5,15)
3 (13,13) (11,15)
3 (11,15) (13,13)
3 (13,13) (11,15)
3 null null
0 (0,3) (2,3)
0 (2,3) (4,3)
0 (4,3) (4,5)
0 null null
1 (15,1) (15,2)
2 (1,12) (3,14)
2 (3,14) (1,12)
2 null null
3 (15,12) (14,11)
0 (3,1) (3,2)
1 (13,2) (13,3)
2 (2,14) (2,12)
2 (2,12) (2,14)
2 null null
3 (14,13) (13,13)
0 (3,2) (3,4)
0 (3,4) (5,4)
0 null null
1 (13,1) (15,1)
1 (15,1) (13,1)
1 (13,1) (15,1)
1 (15,1) (13,1)
1 null null
2 (3,15) (4,15)
3 (14,11) (13,11)
0 (0,1) (2,3)
0 (2,3) (4,3)
0 (4,3) (6,5)
0 null null
1 (13,1) (15,1)
1 (15,1) (13,1)
1 null null
2 (0,13) (2,11)
2 null null
3 (13,13) (12,12)
0 (5,4) (3,4)
0 (3,4) (5,6)
0 null null
1 (13,3) (12,4)
2 (2,15) (3,14)
3 (15,14) (14,13)
0 (2,1) (0,1)
0 (0,1) (2,3)
0 (2,3) (0,3)
0 (0,3) (0,1)
0 (0,1) (2,1)
0 (2,1) (0,3)
0 (0,3) (2,3)
0 (2,3) (0,1)
0 (0,1) (2,1)
0 null null
1 (15,4) (14,5)
2 (0,12) (1,11)
3 (12,14) (12,13)
0 (1,0) (3,2)
0 (3,2) (3,4)
0 (3,4) (5,4)
0 (5,4) (7,6)
0 null null
1 (14,5) (13,5)
2 (2,13) (0,13)
2 null null
3 (15,13) (15,12)
0 (3,0) (1,0)
0 (1,0) (3,2)
0 (3,2) (3,4)
0 null null
1 (13,5) (12,6)
2 (5,15) (4,14)
3 (15,12) (15,13)
0 (2,1) (0,1)
0 (0,1) (0,3)
0 null null
1 (15,3) (15,4)
2 (4,14) (5,14)
3 (11,15) (11,14)
0 (3,3) (5,5)
0 null null
1 (12,4) (11,3)
2 (2,11) (2,12)
3 (13,11) (12,11)
0 (0,3) (0,1)
0 (0,1) (2,1)
0 null null
1 (13,4) (12,3)
2 (1,11) (2,11)
3 (12,13) (13,13)
0 (4,5) (3,5)
1 (14,2) (13,2)
2 (1,12) (3,12)
2 (3,12) (1,10)
2 null null
3 (14,12) (15,11)
0 (1,2) (1,0)
0 (1,0) (3,0)
0 (3,0) (1,2)
0 (1,2) (1,0)
0 (1,0) (3,0)
0 null null
1 (14,1) (15,1)
2 (2,14) (3,13)
3 (12,11) (13,12)
0 (4,4) (2,4)
0 null null
1 (12,3) (12,2)
2 (2,11) (2,13)
2 (2,13) (2,11)
2 (2,11) (0,9)
2 (0,9) (2,11)
2 (2,11) (2,13)
2 (2,13) (4,13)
2 (4,13) (2,15)
2 null null
3 (14,14) (14,12)
3 (14,12) (14,14)
3 null null
0 (2,1) (0,1)
0 (0,1) (0,3)
0 (0,3) (2,3)
0 (2,3) (2,5)
0 (2,5) (4,5)
0 (4,5) (6,7)
0 (6,7) (8,5)
0 null null
1 (15,4) (14,4)
2 (5,14) (5,15)
3 (15,13) (15,14)
0 (5,5) (7,5)
0 null null
1 (15,1) (14,2)
2 (2,15) (2,14)
3 (12,12) (11,11)
0 (7,6) (7,4)
0 (7,4) (9,6)
0 null null
1 (13,0) (14,1)
2 (1,15) (2,15)
3 (14,13) (15,13)
0 (3,0) (1,0)
0 (1,0) (1,2)
0 (1,2) (1,4)
0 null null
1 (13,2) (11,2)
1 (11,2) (11,4)
1 (11,4) (11,2)
1 (11,2) (13,0)
1 (13,0) (11,0)
1 (11,0) (13,0)
1 (13,0) (13,2)
1 null null
2 (0,13) (0,12)
3 (15,11) (15,10)
0 (2,0) (2,1)
1 (13,2) (14,3)
2 (2,12) (1,12)
3 (13,13) (14,12)
0 (7,5) (9,5)
0 null null
1 (12,0) (13,0)
2 (1,10) (2,9)
3 (13,12) (14,13)
0 (2,1) (0,1)
0 (0,1) (0,3)
0 (0,3) (2,3)
0 null null
1 (12,1) (12,3)
1 (12,3) (12,1)
1 null null
2 (2,9) (3,9)
3 (15,10) (14,9)
0 (2,3) (4,5)
0 null null
1 (11,3) (10,2)
2 (3,13) (2,12)
3 (14,13) (14,11)
3 null null
0 (3,5) (5,5)
0 (5,5) (5,7)
0 null null
1 (14,4) (15,3)
2 (4,15) (4,14)
3 (14,12) (14,13)
0 (2,4) (4,4)
0 (4,4) (4,6)
0 null null
1 (12,2) (13,3)
2 (0,12) (0,11)
3 (11,14) (11,15)
0 (1,4) (0,5)
1 (15,2) (13,4)
1 (13,4) (15,2)
1 (15,2) (13,2)
1 (13,2) (13,4)
1 null null
2 (2,14) (3,15)
3 (11,15) (10,14)
GAMEOVER DISCONNECTION Player-0
WINNER Player-1
# Game ended: Mon Apr 07 20:38:29 EDT 2014
