# Server version 0.08 running on 142.157.113.15:8123
# Game ID: 179
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Tue Apr 08 11:46:37 EDT 2014
# Player 1: Player-0, 's260520039Player', running on 127.0.0.1
# Player 2: Player-1, 'random', running on 142.157.113.15
# Player 3: Player-2, 'random', running on 142.157.113.15
# Player 4: Player-3, 'random', running on 142.157.113.15
START Player-0 s260520039Player
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (13,2) (15,4)
1 null null
2 (1,13) (1,11)
2 null null
3 (13,13) (15,11)
3 null null
0 (0,0) (2,2)
0 (2,2) (4,4)
0 null null
1 (15,2) (13,4)
1 (13,4) (15,2)
1 (15,2) (13,4)
1 (13,4) (15,2)
1 (15,2) (13,2)
1 null null
2 (3,15) (4,15)
3 (15,11) (15,10)
0 (0,3) (2,3)
0 (2,3) (4,3)
0 (4,3) (4,5)
0 null null
1 (13,0) (15,2)
1 (15,2) (13,0)
1 null null
2 (1,12) (2,11)
3 (14,14) (13,13)
0 (3,1) (3,2)
1 (13,0) (11,2)
1 (11,2) (13,0)
1 null null
2 (3,14) (4,14)
3 (15,14) (13,12)
3 null null
0 (3,2) (3,4)
0 (3,4) (5,4)
0 null null
1 (15,4) (14,5)
2 (0,13) (0,11)
2 null null
3 (14,12) (14,11)
0 (0,1) (2,3)
0 (2,3) (4,3)
0 (4,3) (6,5)
0 null null
1 (14,5) (13,6)
2 (1,14) (3,12)
2 null null
3 (14,13) (12,13)
3 null null
0 (6,5) (7,4)
1 (12,0) (11,0)
2 (2,15) (1,14)
3 (13,12) (11,14)
3 (11,14) (13,12)
3 (13,12) (11,14)
3 (11,14) (13,12)
3 null null
0 (1,0) (3,2)
0 null null
1 (14,0) (12,2)
1 null null
2 (1,11) (2,12)
3 (13,15) (11,13)
3 null null
0 (3,2) (3,4)
0 null null
1 (14,1) (12,3)
1 (12,3) (14,1)
1 (14,1) (12,3)
1 (12,3) (14,1)
1 (14,1) (12,3)
1 null null
2 (3,12) (4,11)
3 (13,14) (13,15)
0 (1,2) (1,0)
0 (1,0) (3,2)
0 null null
1 (12,2) (11,3)
2 (4,15) (3,14)
3 (11,13) (12,12)
0 (4,5) (6,3)
0 null null
1 (15,1) (13,3)
1 null null
2 (2,11) (3,10)
3 (12,13) (13,14)
0 (3,0) (1,2)
0 (1,2) (1,0)
0 null null
1 (14,3) (15,2)
2 (0,12) (1,13)
3 (13,12) (14,13)
0 (2,1) (0,1)
0 (0,1) (0,3)
0 null null
1 (13,6) (14,5)
2 (4,11) (5,12)
3 (15,10) (15,11)
0 (0,3) (2,3)
0 null null
1 (12,1) (12,2)
2 (0,14) (0,13)
3 (15,15) (15,14)
0 (3,4) (1,2)
0 null null
1 (15,2) (14,3)
2 (3,14) (4,15)
3 (12,14) (11,15)
0 (2,0) (0,0)
0 (0,0) (2,2)
0 (2,2) (4,2)
0 null null
1 (12,2) (14,4)
1 null null
2 (1,15) (0,14)
3 (13,13) (13,12)
0 (1,0) (0,1)
1 (14,3) (15,4)
2 (2,13) (1,12)
3 (14,11) (13,11)
0 (4,2) (2,2)
0 null null
1 (13,3) (15,1)
1 (15,1) (13,3)
1 null null
2 (0,13) (2,11)
2 (2,11) (0,13)
2 (0,13) (2,15)
2 (2,15) (2,13)
2 (2,13) (0,13)
2 (0,13) (2,13)
2 (2,13) (0,13)
2 (0,13) (2,15)
2 (2,15) (2,13)
2 null null
3 (13,15) (14,14)
0 (0,1) (2,1)
0 null null
1 (13,0) (12,1)
2 (5,12) (6,11)
3 (12,12) (13,13)
0 (3,2) (1,0)
0 null null
1 (14,5) (14,3)
1 (14,3) (14,5)
1 (14,5) (14,3)
1 (14,3) (14,5)
1 (14,5) (14,3)
1 null null
2 (3,10) (4,10)
3 (15,12) (15,10)
3 null null
0 (2,1) (0,1)
0 null null
1 (14,4) (14,5)
2 (0,15) (1,15)
3 (11,15) (13,15)
3 null null
0 (2,2) (0,0)
0 null null
1 (12,3) (14,1)
1 (14,1) (12,3)
1 (12,3) (14,1)
1 null null
2 (2,12) (3,12)
3 (14,13) (12,13)
3 (12,13) (14,13)
3 (14,13) (12,13)
3 (12,13) (14,13)
3 (14,13) (12,11)
3 null null
0 (4,4) (2,2)
0 null null
1 (15,3) (14,4)
2 (6,11) (5,12)
3 (14,15) (15,15)
0 (1,0) (2,0)
1 (14,1) (14,0)
2 (4,10) (5,10)
3 (13,13) (12,13)
0 (1,2) (2,1)
1 (11,0) (10,1)
2 (4,14) (5,13)
3 (13,11) (13,13)
3 null null
0 (7,4) (6,4)
1 (11,3) (10,4)
2 (1,14) (0,13)
3 (15,10) (15,12)
3 (15,12) (15,10)
3 null null
0 (2,0) (1,0)
1 (14,4) (12,2)
1 (12,2) (14,4)
