NUM,PERCENT ACCURACY
100,99.60159362549803
100,99.76019184652279
100,99.91850040749796
100,99.51338199513373
100,99.72419227738385
100,99.87961476725519
100,99.7596153846154
100,99.75570032573292
100,99.76057462090981
100,99.18962722852518
100,99.91980753809142
100,99.75389663658734
100,99.92119779353818
100,99.92193598750974
100,99.80015987210233
100,99.7168284789645
100,99.79967948717949
100,99.75845410628015
100,99.39516129032248
100,99.76489028213163
100,99.75747776879548
100,99.28057553956835
100,99.60222752585524
100,99.96069182389937
100,99.87804878048783
100,99.80079681274908
100,99.60254372019082
100,99.91961414790998
100,99.91993594875896
100,99.67637540453086
500,99.6877439500391
500,99.79887369267911
500,99.79854955680904
500,99.6810207336524
500,99.76000000000002
500,99.88095238095241
500,99.88009592326136
500,99.96031746031744
500,99.83753046303828
500,99.92031872509962
500,99.67923015236575
500,99.76038338658145
500,99.80031948881795
500,99.57198443579746
500,99.87999999999998
500,99.96003197442047
500,99.91909385113267
500,99.87903225806446
500,99.91941982272358
500,99.84338292873925
500,99.88019169329073
500,99.96012759170652
500,99.72089314194572
500,99.80015987210241
500,99.87951807228914
500,99.68354430379748
500,99.83948635634037
500,99.96015936254977
500,99.91980753809145
500,99.87893462469731
1000,99.92101105845177
1000,99.87971130713709
1000,99.72067039106142
1000,99.87912973408538
1000,99.76171564733907
1000,99.9192897497982
1000,99.92057188244635
1000,100.0
1000,99.95974235104669
1000,99.8793242156074
1000,99.87873888439769
1000,99.92050874403809
1000,99.75747776879554
1000,99.71405228758172
1000,99.72397476340699
1000,99.92088607594935
1000,99.88047808764937
1000,99.84214680347269
1000,99.87961476725519
1000,99.76095617529882
1000,99.80221518987352
1000,99.8815165876777
1000,99.88179669030723
1000,99.87912973408541
1000,99.87922705314004
1000,99.87834549878346
1000,99.79967948717955
1000,99.79983987189762
1000,99.80376766091055
1000,99.87883683360258
2000,99.6445497630331
2000,99.91915925626516
2000,99.84139571768436
2000,99.91980753809132
2000,99.87942122186487
2000,99.87932421560737
2000,99.80127186009544
2000,99.88057324840757
2000,99.76019184652272
2000,99.84189723320155
2000,99.84313725490199
2000,99.88188976377943
2000,99.92248062015506
2000,99.84114376489279
2000,99.79935794542546
2000,99.7584541062802
2000,99.92006394884095
2000,99.91889699918897
2000,99.96034892942109
2000,99.76525821596242
2000,99.92076069730585
2000,99.6812749003983
2000,99.88132911392402
2000,99.91941982272355
2000,99.84038308060654
2000,99.9192245557351
2000,99.84177215189867
2000,99.9197431781701
2000,99.79524979524989
2000,99.84202211690359
3000,99.91883116883116
3000,99.79983987189766
3000,99.75942261427424
3000,99.88
3000,99.92031872509962
3000,99.79591836734699
3000,99.91941982272358
3000,99.95990376904572
3000,99.79674796747972
3000,99.75747776879552
3000,99.84076433121017
3000,99.8805732484076
3000,99.95993589743588
3000,99.88066825775654
3000,100.0
3000,99.91974317817011
3000,99.8390989541432
3000,99.96000000000002
3000,99.84202211690364
3000,99.91935483870968
3000,99.95941558441561
3000,99.83870967741937
3000,99.7975708502025
3000,99.91809991809994
3000,99.91816693944351
3000,99.88142292490106
3000,99.79674796747976
3000,99.8793242156074
3000,99.83844911147007
3000,99.9594155844156
4000,99.9605367008682
4000,99.7977346278317
4000,99.96056782334387
4000,99.91935483870965
4000,99.92057188244634
4000,99.91928974979825
4000,99.9196787148594
4000,99.84038308060666
4000,99.87999999999994
4000,99.88057324840766
4000,99.88244514106574
4000,99.83896940418677
4000,100.0
4000,99.95957962813262
4000,99.9215686274509
4000,99.87745098039218
4000,99.87932421560737
4000,99.75708502024297
4000,99.79983987189762
4000,99.84126984126988
4000,99.8017446471054
4000,99.83805668016201
4000,99.88207547169812
4000,99.79983987189762
4000,99.68329374505144
4000,99.91935483870968
4000,99.87893462469728
4000,99.88244514106576
4000,99.83739837398372
4000,99.79951884522869
5000,99.87814784727873
5000,99.92057188244631
5000,99.95996797437951
5000,99.91999999999997
5000,99.80205859065723
5000,99.80237154150201
5000,99.96022275258551
5000,99.88085782366957
5000,99.95974235104671
5000,99.88085782366947
5000,99.84114376489278
5000,99.95908346972182
5000,99.95993589743588
5000,99.79951884522862
5000,100.0
5000,99.92006394884086
5000,99.83857949959636
5000,99.87844408427873
5000,99.71475142624288
5000,99.801429706116
5000,99.87755102040819
5000,99.95967741935485
5000,99.9195494770716
5000,99.95911692559282
5000,99.91980753809142
5000,99.76322020520915
5000,99.87990392313847
5000,99.63971176941551
5000,99.92057188244637
5000,99.84387197501954
