NUM,PERCENT ACCURACY
100,99.95034756703079
100,99.90059642147118
100,99.95073891625619
100,99.6051332675222
100,98.8095238095237
100,98.95729890764659
100,98.07502467917077
100,97.92899408284032
100,98.66204162537161
100,98.95729890764655
100,100.0
100,97.49262536873142
100,98.66204162537153
100,97.9289940828402
100,99.1053677932405
100,98.95729890764629
100,98.66204162537147
100,100.0
100,100.0
100,99.90108803165195
100,98.80952380952375
100,98.07502467917064
100,100.0
100,100.0
100,99.85089463220676
100,97.92899408284016
100,98.66204162537151
100,99.1053677932405
100,98.66204162537163
100,98.95729890764645
500,99.9503475670308
500,99.95044598612488
500,99.95069033530577
500,100.0
500,100.0
500,99.90099009900999
500,100.0
500,99.90069513406164
500,100.0
500,99.4076999012833
500,100.0
500,99.90147783251236
500,99.95069033530575
500,99.25373134328372
500,99.9501992031873
500,99.85192497532076
500,100.0
500,99.30898321816379
500,99.95049504950495
500,99.95069033530577
500,99.8017839444995
500,99.95059288537554
500,100.0
500,100.0
500,99.60317460317451
500,99.9013806706115
500,100.0
500,99.95044598612492
500,99.95078740157484
500,99.9506416584403
1000,100.0
1000,100.0
1000,99.95059288537553
1000,100.0
1000,99.8519249753208
1000,100.0
1000,99.90118577075098
1000,100.0
1000,99.4565217391305
1000,100.0
1000,99.90099009901002
1000,100.0
1000,100.0
1000,100.0
1000,99.95054401582594
1000,99.85207100591713
1000,99.9503475670308
1000,99.95054401582594
1000,100.0
1000,100.0
1000,99.95054401582595
1000,99.95044598612489
1000,99.603567888999
1000,100.0
1000,100.0
1000,100.0
1000,99.90118577075101
1000,100.0
1000,99.95049504950495
1000,99.80158730158738
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,99.95044598612489
2000,100.0
2000,100.0
2000,99.950495049505
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,99.9507874015748
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,100.0
2000,99.95034756703079
3000,100.0
3000,100.0
3000,100.0
3000,100.0
3000,100.0
3000,100.0
3000,100.0
3000,99.90089197224978
3000,100.0
3000,100.0
3000,99.95039682539684
3000,99.90089197224977
3000,100.0
3000,100.0
3000,99.90128331688058
3000,100.0
3000,100.0
3000,100.0
3000,100.0
3000,100.0
3000,99.80276134122296
3000,100.0
3000,100.0
3000,100.0
3000,100.0
3000,100.0
3000,99.95044598612489
3000,100.0
3000,100.0
3000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,99.95078740157486
4000,100.0
4000,99.95073891625619
4000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,99.9506416584403
4000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,99.95054401582594
4000,100.0
4000,100.0
4000,100.0
4000,99.95054401582591
4000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,100.0
4000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,99.9506416584403
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,99.95039682539688
5000,99.95039682539688
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,100.0
5000,99.95059288537553
5000,100.0
5000,100.0
5000,100.0
