PROB,LINK,NUM,OBSERVED,TRANTIME,AVGPROB,NDETECT
0.01,|('exit_goofy', 'exit_donald')|,5000,True,6.0,0.5,1
0.01,|('exit_goofy', 'exit_donald')|,5000,True,7.0,0.69444444444444453,3
0.01,|('exit_goofy', 'exit_donald')|,5000,True,9.0,0.625,2
0.01,|('exit_goofy', 'exit_donald')|,5000,True,11.0,1.0,1
0.01,|('exit_goofy', 'exit_donald')|,5000,True,12.0,0.75,2
0.25,|('exit_donald', 'entry_minny')|,100,True,0.0,0.22299242424242424,3
0.25,|('exit_donald', 'entry_minny')|,100,True,1.0,0.33511479134178113,12
0.25,|('exit_donald', 'entry_minny')|,100,True,2.0,0.82675669289089693,30
0.25,|('exit_donald', 'entry_minny')|,100,True,3.0,0.17534722222222221,2
0.25,|('exit_donald', 'entry_minny')|,100,True,5.0,0.15625,1
0.25,|('exit_donald', 'entry_minny')|,500,True,2.0,1.0,30
0.25,|('exit_donald', 'entry_minny')|,1000,True,2.0,1.0,30
0.25,|('exit_donald', 'entry_minny')|,2000,True,2.0,1.0,30
0.25,|('exit_donald', 'entry_minny')|,3000,True,2.0,1.0,30
0.25,|('exit_donald', 'entry_minny')|,4000,True,2.0,1.0,30
0.25,|('exit_donald', 'entry_minny')|,5000,True,2.0,1.0,30
0.25,|('entry_minny', 'exit_daisy')|,100,True,2.0,0.17031992975131302,3
0.25,|('entry_minny', 'exit_daisy')|,100,True,3.0,0.31776694602007749,6
0.25,|('entry_minny', 'exit_daisy')|,100,True,4.0,0.82153072916144187,30
0.25,|('entry_minny', 'exit_daisy')|,100,True,5.0,0.26757305704906381,8
0.25,|('entry_minny', 'exit_daisy')|,100,True,6.0,0.20000000000000001,1
0.25,|('entry_minny', 'exit_daisy')|,100,True,7.0,0.20338983050847456,1
0.25,|('entry_minny', 'exit_daisy')|,100,True,10.0,0.23999999999999999,1
0.25,|('entry_minny', 'exit_daisy')|,100,True,11.0,0.15254237288135589,1
0.25,|('entry_minny', 'exit_daisy')|,500,True,4.0,1.0,30
0.25,|('entry_minny', 'exit_daisy')|,1000,True,4.0,1.0,30
0.25,|('entry_minny', 'exit_daisy')|,2000,True,4.0,1.0,30
0.25,|('entry_minny', 'exit_daisy')|,3000,True,4.0,1.0,30
0.25,|('entry_minny', 'exit_daisy')|,4000,True,4.0,1.0,30
0.25,|('entry_minny', 'exit_daisy')|,5000,True,4.0,1.0,30
0.25,|('exit_donald', 'exit_donald')|,100,True,8.0,0.5,1
0.25,|('exit_donald', 'exit_donald')|,100,True,1.0,0.66666666666666663,1
0.25,|('exit_donald', 'exit_donald')|,100,True,4.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_donald')|,100,True,5.0,1.0,2
0.25,|('exit_donald', 'exit_donald')|,100,True,15.0,0.5,1
0.25,|('exit_donald', 'exit_donald')|,500,True,0.0,0.5,1
0.25,|('exit_donald', 'exit_donald')|,500,True,1.0,0.66666666666666674,2
0.25,|('exit_donald', 'exit_donald')|,500,True,2.0,0.81481481481481477,3
0.25,|('exit_donald', 'exit_donald')|,500,True,3.0,0.33333333333333337,1
0.25,|('exit_donald', 'exit_donald')|,500,True,5.0,0.23076923076923078,1
0.25,|('exit_donald', 'exit_donald')|,500,True,9.0,0.33333333333333337,1
0.25,|('exit_donald', 'exit_donald')|,500,True,10.0,0.5,1
0.25,|('exit_donald', 'exit_donald')|,500,True,11.0,0.15384615384615383,1
0.25,|('exit_donald', 'exit_donald')|,500,True,12.0,0.61111111111111116,2
0.25,|('exit_donald', 'exit_donald')|,500,True,13.0,0.15384615384615383,1
0.25,|('exit_donald', 'exit_donald')|,500,True,14.0,0.33333333333333337,1
0.25,|('exit_donald', 'exit_donald')|,500,True,15.0,0.46153846153846156,1
0.25,|('exit_donald', 'exit_donald')|,1000,True,0.0,0.23076923076923075,1
0.25,|('exit_donald', 'exit_donald')|,1000,True,1.0,0.31709401709401708,5
0.25,|('exit_donald', 'exit_donald')|,1000,True,2.0,0.60555555555555562,4
0.25,|('exit_donald', 'exit_donald')|,1000,True,4.0,0.20000000000000001,2
0.25,|('exit_donald', 'exit_donald')|,1000,True,5.0,1.0,1
0.25,|('exit_donald', 'exit_donald')|,1000,True,6.0,0.13333333333333333,1
0.25,|('exit_donald', 'exit_donald')|,1000,True,7.0,0.26666666666666666,2
0.25,|('exit_donald', 'exit_donald')|,1000,True,8.0,0.23888888888888887,4
0.25,|('exit_donald', 'exit_donald')|,1000,True,9.0,0.22991452991452993,4
0.25,|('exit_donald', 'exit_donald')|,1000,True,10.0,0.22222222222222221,1
0.25,|('exit_donald', 'exit_donald')|,1000,True,11.0,0.66666666666666663,3
0.25,|('exit_donald', 'exit_donald')|,1000,True,12.0,0.23333333333333334,2
0.25,|('exit_donald', 'exit_donald')|,1000,True,13.0,0.5,1
0.25,|('exit_donald', 'exit_donald')|,1000,True,14.0,0.39999999999999997,1
0.25,|('exit_donald', 'exit_donald')|,1000,True,15.0,0.23076923076923075,1
0.25,|('exit_donald', 'exit_donald')|,2000,True,0.0,0.58333333333333337,3
0.25,|('exit_donald', 'exit_donald')|,2000,True,1.0,0.68521945890366942,13
0.25,|('exit_donald', 'exit_donald')|,2000,True,2.0,0.69999999999999996,2
0.25,|('exit_donald', 'exit_donald')|,2000,True,3.0,0.66666666666666674,2
0.25,|('exit_donald', 'exit_donald')|,2000,True,4.0,0.39285714285714285,3
0.25,|('exit_donald', 'exit_donald')|,2000,True,6.0,0.33035714285714285,4
0.25,|('exit_donald', 'exit_donald')|,2000,True,8.0,0.69047619047619047,4
0.25,|('exit_donald', 'exit_donald')|,2000,True,9.0,0.16666666666666666,1
0.25,|('exit_donald', 'exit_donald')|,2000,True,10.0,1.0,2
0.25,|('exit_donald', 'exit_donald')|,2000,True,11.0,0.44444444444444442,1
0.25,|('exit_donald', 'exit_donald')|,2000,True,12.0,0.32846003898635479,3
0.25,|('exit_donald', 'exit_donald')|,2000,True,13.0,0.32017543859649122,3
0.25,|('exit_donald', 'exit_donald')|,2000,True,14.0,0.35797827903091062,5
0.25,|('exit_donald', 'exit_donald')|,3000,True,0.0,0.30210622710622709,4
0.25,|('exit_donald', 'exit_donald')|,3000,True,1.0,0.50816017316017315,20
0.25,|('exit_donald', 'exit_donald')|,3000,True,2.0,0.6074074074074074,3
0.25,|('exit_donald', 'exit_donald')|,3000,True,3.0,0.59999999999999998,1
0.25,|('exit_donald', 'exit_donald')|,3000,True,4.0,0.40740740740740738,3
0.25,|('exit_donald', 'exit_donald')|,3000,True,5.0,0.30568181818181817,4
0.25,|('exit_donald', 'exit_donald')|,3000,True,7.0,0.31111111111111112,2
0.25,|('exit_donald', 'exit_donald')|,3000,True,8.0,0.62962962962962965,3
0.25,|('exit_donald', 'exit_donald')|,3000,True,9.0,0.33412698412698411,5
0.25,|('exit_donald', 'exit_donald')|,3000,True,10.0,0.19999999999999998,1
0.25,|('exit_donald', 'exit_donald')|,3000,True,11.0,0.25757575757575757,2
0.25,|('exit_donald', 'exit_donald')|,3000,True,12.0,0.25281385281385282,3
0.25,|('exit_donald', 'exit_donald')|,3000,True,13.0,0.19047619047619047,1
0.25,|('exit_donald', 'exit_donald')|,3000,True,14.0,0.338998778998779,5
0.25,|('exit_donald', 'exit_donald')|,3000,True,15.0,0.24407814407814404,5
0.25,|('exit_donald', 'exit_donald')|,4000,True,0.0,0.57936507936507942,3
0.25,|('exit_donald', 'exit_donald')|,4000,True,1.0,0.81131259521352395,19
0.25,|('exit_donald', 'exit_donald')|,4000,True,2.0,0.41111111111111109,2
0.25,|('exit_donald', 'exit_donald')|,4000,True,4.0,0.2857142857142857,2
0.25,|('exit_donald', 'exit_donald')|,4000,True,5.0,0.2857142857142857,1
0.25,|('exit_donald', 'exit_donald')|,4000,True,6.0,0.47222222222222221,2
0.25,|('exit_donald', 'exit_donald')|,4000,True,7.0,0.29411764705882354,1
0.25,|('exit_donald', 'exit_donald')|,4000,True,8.0,0.19047619047619047,1
0.25,|('exit_donald', 'exit_donald')|,4000,True,9.0,0.5,1
0.25,|('exit_donald', 'exit_donald')|,4000,True,10.0,0.54545454545454553,1
0.25,|('exit_donald', 'exit_donald')|,4000,True,12.0,0.29411764705882354,1
0.25,|('exit_donald', 'exit_donald')|,4000,True,13.0,1.0,1
0.25,|('exit_donald', 'exit_donald')|,4000,True,14.0,0.72222222222222221,2
0.25,|('exit_donald', 'exit_donald')|,4000,True,15.0,0.47727272727272729,2
0.25,|('exit_donald', 'exit_donald')|,5000,True,0.0,0.31854204476709014,4
0.25,|('exit_donald', 'exit_donald')|,5000,True,1.0,0.70684088038179405,25
0.25,|('exit_donald', 'exit_donald')|,5000,True,2.0,0.17316341829085458,2
0.25,|('exit_donald', 'exit_donald')|,5000,True,3.0,0.16985645933014354,2
0.25,|('exit_donald', 'exit_donald')|,5000,True,4.0,0.5,1
0.25,|('exit_donald', 'exit_donald')|,5000,True,5.0,0.38391541408782792,4
0.25,|('exit_donald', 'exit_donald')|,5000,True,6.0,0.36648877438351124,4
0.25,|('exit_donald', 'exit_donald')|,5000,True,7.0,0.20454545454545456,2
0.25,|('exit_donald', 'exit_donald')|,5000,True,8.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_donald')|,5000,True,9.0,0.5,1
0.25,|('exit_donald', 'exit_donald')|,5000,True,10.0,0.22727272727272729,1
0.25,|('exit_donald', 'exit_donald')|,5000,True,11.0,0.22894736842105265,2
0.25,|('exit_donald', 'exit_donald')|,5000,True,12.0,0.21739130434782608,1
0.25,|('exit_donald', 'exit_donald')|,5000,True,13.0,0.17391304347826086,1
0.25,|('exit_donald', 'exit_donald')|,5000,True,14.0,0.25287356321839083,2
0.25,|('exit_donald', 'exit_donald')|,5000,True,15.0,0.3475033738191633,3
0.25,|('entry_minny', 'entry_minny')|,100,True,8.0,0.25,1
0.25,|('entry_minny', 'entry_minny')|,100,True,1.0,0.53333333333333333,3
0.25,|('entry_minny', 'entry_minny')|,100,True,2.0,0.39999999999999997,1
0.25,|('entry_minny', 'entry_minny')|,100,True,6.0,0.625,2
0.25,|('entry_minny', 'entry_minny')|,100,True,9.0,0.75,2
0.25,|('entry_minny', 'entry_minny')|,500,True,0.0,1.0,2
0.25,|('entry_minny', 'entry_minny')|,500,True,1.0,0.875,4
0.25,|('entry_minny', 'entry_minny')|,500,True,2.0,1.0,1
0.25,|('entry_minny', 'entry_minny')|,500,True,10.0,1.0,1
0.25,|('entry_minny', 'entry_minny')|,500,True,12.0,0.39999999999999997,1
0.25,|('entry_minny', 'entry_minny')|,500,True,13.0,0.59999999999999998,1
0.25,|('entry_minny', 'entry_minny')|,500,True,15.0,0.5,1
0.25,|('entry_minny', 'entry_minny')|,1000,True,0.0,0.5,1
0.25,|('entry_minny', 'entry_minny')|,1000,True,1.0,0.5,1
0.25,|('entry_minny', 'entry_minny')|,1000,True,3.0,1.0,2
0.25,|('entry_minny', 'entry_minny')|,1000,True,4.0,0.16666666666666669,1
0.25,|('entry_minny', 'entry_minny')|,1000,True,5.0,0.3888888888888889,3
0.25,|('entry_minny', 'entry_minny')|,1000,True,6.0,0.39999999999999997,1
0.25,|('entry_minny', 'entry_minny')|,1000,True,8.0,0.44444444444444448,3
0.25,|('entry_minny', 'entry_minny')|,1000,True,9.0,0.59999999999999998,1
0.25,|('entry_minny', 'entry_minny')|,1000,True,10.0,0.5,1
0.25,|('entry_minny', 'entry_minny')|,1000,True,12.0,1.0,1
0.25,|('entry_minny', 'entry_minny')|,1000,True,14.0,0.66666666666666674,2
0.25,|('entry_minny', 'entry_minny')|,1000,True,15.0,0.25,2
0.25,|('entry_minny', 'entry_minny')|,2000,True,1.0,0.58990970125423903,21
0.25,|('entry_minny', 'entry_minny')|,2000,True,2.0,0.32499999999999996,2
0.25,|('entry_minny', 'entry_minny')|,2000,True,3.0,0.22222222222222224,1
0.25,|('entry_minny', 'entry_minny')|,2000,True,4.0,0.21764705882352942,2
0.25,|('entry_minny', 'entry_minny')|,2000,True,5.0,0.2361111111111111,2
0.25,|('entry_minny', 'entry_minny')|,2000,True,6.0,1.0,1
0.25,|('entry_minny', 'entry_minny')|,2000,True,7.0,0.28186274509803921,4
0.25,|('entry_minny', 'entry_minny')|,2000,True,8.0,0.34986418809948222,4
0.25,|('entry_minny', 'entry_minny')|,2000,True,9.0,0.34242424242424241,5
0.25,|('entry_minny', 'entry_minny')|,2000,True,11.0,0.54188948306595364,3
0.25,|('entry_minny', 'entry_minny')|,2000,True,12.0,0.20000000000000001,1
0.25,|('entry_minny', 'entry_minny')|,2000,True,13.0,0.29166666666666663,2
0.25,|('entry_minny', 'entry_minny')|,2000,True,14.0,0.20000000000000001,1
0.25,|('entry_minny', 'entry_minny')|,2000,True,15.0,0.32804232804232802,3
0.25,|('entry_minny', 'entry_minny')|,3000,True,0.0,0.38095238095238093,3
0.25,|('entry_minny', 'entry_minny')|,3000,True,1.0,0.71431959628890584,23
0.25,|('entry_minny', 'entry_minny')|,3000,True,3.0,0.44957983193277312,2
0.25,|('entry_minny', 'entry_minny')|,3000,True,4.0,0.46153846153846156,1
0.25,|('entry_minny', 'entry_minny')|,3000,True,5.0,0.23809523809523808,2
0.25,|('entry_minny', 'entry_minny')|,3000,True,7.0,0.29999999999999999,1
0.25,|('entry_minny', 'entry_minny')|,3000,True,8.0,0.2587301587301587,3
0.25,|('entry_minny', 'entry_minny')|,3000,True,9.0,0.47222222222222221,2
0.25,|('entry_minny', 'entry_minny')|,3000,True,10.0,0.19047619047619044,1
0.25,|('entry_minny', 'entry_minny')|,3000,True,13.0,0.41666666666666663,2
0.25,|('entry_minny', 'entry_minny')|,3000,True,14.0,0.32023809523809521,2
0.25,|('entry_minny', 'entry_minny')|,3000,True,15.0,0.63532763532763536,3
0.25,|('entry_minny', 'entry_minny')|,4000,True,0.0,0.17647058823529413,1
0.25,|('entry_minny', 'entry_minny')|,4000,True,1.0,0.61924127946506458,20
0.25,|('entry_minny', 'entry_minny')|,4000,True,2.0,0.36363636363636365,1
0.25,|('entry_minny', 'entry_minny')|,4000,True,3.0,0.23333333333333334,4
0.25,|('entry_minny', 'entry_minny')|,4000,True,4.0,0.27171717171717175,3
0.25,|('entry_minny', 'entry_minny')|,4000,True,5.0,0.31780303030303031,4
0.25,|('entry_minny', 'entry_minny')|,4000,True,6.0,0.22424242424242424,3
0.25,|('entry_minny', 'entry_minny')|,4000,True,7.0,0.29131652661064428,3
0.25,|('entry_minny', 'entry_minny')|,4000,True,8.0,0.54621848739495804,3
0.25,|('entry_minny', 'entry_minny')|,4000,True,9.0,0.25384615384615383,2
0.25,|('entry_minny', 'entry_minny')|,4000,True,10.0,0.13333333333333336,1
0.25,|('entry_minny', 'entry_minny')|,4000,True,11.0,0.33333333333333337,1
0.25,|('entry_minny', 'entry_minny')|,4000,True,12.0,0.26981351981351986,4
0.25,|('entry_minny', 'entry_minny')|,4000,True,13.0,1.0,1
0.25,|('entry_minny', 'entry_minny')|,4000,True,15.0,0.40821256038647336,2
0.25,|('entry_minny', 'entry_minny')|,5000,True,0.0,0.34803921568627449,3
0.25,|('entry_minny', 'entry_minny')|,5000,True,1.0,0.75702422577422579,26
0.25,|('entry_minny', 'entry_minny')|,5000,True,2.0,0.25,1
0.25,|('entry_minny', 'entry_minny')|,5000,True,4.0,0.5,1
0.25,|('entry_minny', 'entry_minny')|,5000,True,5.0,0.28175133689839571,3
0.25,|('entry_minny', 'entry_minny')|,5000,True,6.0,0.41369047619047622,3
0.25,|('entry_minny', 'entry_minny')|,5000,True,7.0,0.18749999999999997,1
0.25,|('entry_minny', 'entry_minny')|,5000,True,10.0,0.18749999999999997,1
0.25,|('entry_minny', 'entry_minny')|,5000,True,11.0,0.41369047619047622,3
0.25,|('entry_minny', 'entry_minny')|,5000,True,12.0,0.41176470588235298,1
0.25,|('entry_minny', 'entry_minny')|,5000,True,13.0,0.49025974025974023,2
0.25,|('entry_minny', 'entry_minny')|,5000,True,14.0,0.42857142857142855,1
0.25,|('entry_micky', 'exit_goofy')|,100,True,5.0,0.44491525423728812,1
0.25,|('entry_micky', 'exit_goofy')|,100,True,6.0,0.77754237288135597,2
0.25,|('entry_micky', 'exit_goofy')|,500,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_goofy')|,1000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_goofy')|,2000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_goofy')|,3000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_goofy')|,4000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_goofy')|,5000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_daisy')|,100,True,10.0,1.0,1
0.25,|('entry_micky', 'exit_daisy')|,100,True,11.0,0.9525101763907734,11
0.25,|('entry_micky', 'exit_daisy')|,100,True,12.0,1.0,1
0.25,|('entry_micky', 'exit_daisy')|,100,True,13.0,0.5223880597014926,1
0.25,|('entry_micky', 'exit_daisy')|,500,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_daisy')|,1000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_daisy')|,2000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_daisy')|,3000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_daisy')|,4000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_daisy')|,5000,False,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_minny')|,100,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_minny')|,500,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_minny')|,1000,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_minny')|,2000,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_minny')|,3000,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_minny')|,4000,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_minny')|,5000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_micky')|,100,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_micky')|,500,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_micky')|,1000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_micky')|,2000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_micky')|,3000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_micky')|,4000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_micky')|,5000,True,0.0,0.0,0.0
0.25,|('exit_donald', 'exit_daisy')|,100,True,1.0,0.5,1
0.25,|('exit_donald', 'exit_daisy')|,100,True,7.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_daisy')|,100,True,5.0,0.41666666666666663,2
0.25,|('exit_donald', 'exit_daisy')|,100,True,9.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_daisy')|,500,True,3.0,1.0,1
0.25,|('exit_donald', 'exit_daisy')|,500,True,4.0,0.5,1
0.25,|('exit_donald', 'exit_daisy')|,500,True,5.0,0.90000000000000002,4
0.25,|('exit_donald', 'exit_daisy')|,500,True,8.0,1.0,1
0.25,|('exit_donald', 'exit_daisy')|,500,True,12.0,0.5,1
0.25,|('exit_donald', 'exit_daisy')|,500,True,15.0,0.39999999999999997,1
0.25,|('exit_donald', 'exit_daisy')|,1000,True,1.0,0.26785714285714285,2
0.25,|('exit_donald', 'exit_daisy')|,1000,True,4.0,0.16666666666666666,1
0.25,|('exit_donald', 'exit_daisy')|,1000,True,5.0,0.69944444444444442,10
0.25,|('exit_donald', 'exit_daisy')|,1000,True,6.0,0.3611111111111111,2
0.25,|('exit_donald', 'exit_daisy')|,1000,True,8.0,0.60714285714285721,2
0.25,|('exit_donald', 'exit_daisy')|,1000,True,9.0,1.0,1
0.25,|('exit_donald', 'exit_daisy')|,1000,True,11.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_daisy')|,1000,True,12.0,0.5,1
0.25,|('exit_donald', 'exit_daisy')|,1000,True,14.0,0.19999999999999998,1
0.25,|('exit_donald', 'exit_daisy')|,1000,True,15.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_daisy')|,2000,True,2.0,0.40000000000000002,1
0.25,|('exit_donald', 'exit_daisy')|,2000,True,3.0,0.61538461538461542,2
0.25,|('exit_donald', 'exit_daisy')|,2000,True,4.0,0.15384615384615385,1
0.25,|('exit_donald', 'exit_daisy')|,2000,True,5.0,0.7293792145354645,16
0.25,|('exit_donald', 'exit_daisy')|,2000,True,7.0,0.27272727272727276,1
0.25,|('exit_donald', 'exit_daisy')|,2000,True,8.0,0.5,1
0.25,|('exit_donald', 'exit_daisy')|,2000,True,9.0,0.28108974358974359,3
0.25,|('exit_donald', 'exit_daisy')|,2000,True,10.0,0.3461538461538462,3
0.25,|('exit_donald', 'exit_daisy')|,2000,True,11.0,0.2142857142857143,1
0.25,|('exit_donald', 'exit_daisy')|,2000,True,13.0,0.58531468531468533,5
0.25,|('exit_donald', 'exit_daisy')|,2000,True,14.0,0.23214285714285715,2
0.25,|('exit_donald', 'exit_daisy')|,2000,True,15.0,0.28571428571428575,1
0.25,|('exit_donald', 'exit_daisy')|,3000,True,2.0,0.46753246753246752,2
0.25,|('exit_donald', 'exit_daisy')|,3000,True,4.0,0.66904761904761911,5
0.25,|('exit_donald', 'exit_daisy')|,3000,True,5.0,0.80590909090909091,15
0.25,|('exit_donald', 'exit_daisy')|,3000,True,6.0,0.375,2
0.25,|('exit_donald', 'exit_daisy')|,3000,True,8.0,1.0,1
0.25,|('exit_donald', 'exit_daisy')|,3000,True,9.0,0.26666666666666666,1
0.25,|('exit_donald', 'exit_daisy')|,3000,True,10.0,0.37500000000000006,1
0.25,|('exit_donald', 'exit_daisy')|,3000,True,11.0,0.375,2
0.25,|('exit_donald', 'exit_daisy')|,3000,True,13.0,0.26136363636363635,2
0.25,|('exit_donald', 'exit_daisy')|,3000,True,14.0,0.3833333333333333,2
0.25,|('exit_donald', 'exit_daisy')|,3000,True,15.0,0.59999999999999998,2
0.25,|('exit_donald', 'exit_daisy')|,4000,True,1.0,0.61111111111111116,2
0.25,|('exit_donald', 'exit_daisy')|,4000,True,4.0,0.75,2
0.25,|('exit_donald', 'exit_daisy')|,4000,True,5.0,0.85263465655622517,18
0.25,|('exit_donald', 'exit_daisy')|,4000,True,6.0,1.0,2
0.25,|('exit_donald', 'exit_daisy')|,4000,True,8.0,0.44117647058823534,1
0.25,|('exit_donald', 'exit_daisy')|,4000,True,9.0,0.68181818181818188,2
0.25,|('exit_donald', 'exit_daisy')|,4000,True,10.0,0.36363636363636365,1
0.25,|('exit_donald', 'exit_daisy')|,4000,True,11.0,0.42857142857142855,1
0.25,|('exit_donald', 'exit_daisy')|,4000,True,15.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_daisy')|,5000,True,1.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_daisy')|,5000,True,4.0,0.3125,1
0.25,|('exit_donald', 'exit_daisy')|,5000,True,5.0,0.81275460650460651,22
0.25,|('exit_donald', 'exit_daisy')|,5000,True,6.0,0.40384615384615385,2
0.25,|('exit_donald', 'exit_daisy')|,5000,True,7.0,0.44444444444444448,1
0.25,|('exit_donald', 'exit_daisy')|,5000,True,9.0,0.41666666666666663,2
0.25,|('exit_donald', 'exit_daisy')|,5000,True,10.0,0.5,2
0.25,|('exit_donald', 'exit_daisy')|,5000,True,11.0,0.42658730158730157,3
0.25,|('exit_donald', 'exit_daisy')|,5000,True,12.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_daisy')|,5000,True,13.0,0.39999999999999991,1
0.25,|('exit_donald', 'exit_daisy')|,5000,True,15.0,0.79166666666666663,3
0.25,|('exit_goofy', 'entry_minny')|,100,True,0.0,1.0,1
0.25,|('exit_goofy', 'entry_minny')|,100,True,9.0,1.0,1
0.25,|('exit_goofy', 'entry_minny')|,100,True,2.0,1.0,1
0.25,|('exit_goofy', 'entry_minny')|,100,True,1.0,1.0,1
0.25,|('exit_goofy', 'entry_minny')|,500,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_minny')|,1000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_minny')|,2000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_minny')|,3000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_minny')|,4000,True,0.0,0.0,0.0
0.25,|('exit_goofy', 'entry_minny')|,5000,True,0.0,0.0,0.0
0.25,|('entry_micky', 'entry_minny')|,100,True,1.0,0.30000000000000004,1
0.25,|('entry_micky', 'entry_minny')|,100,True,3.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,100,True,5.0,0.20000000000000001,1
0.25,|('entry_micky', 'entry_minny')|,100,True,6.0,0.63636363636363635,2
0.25,|('entry_micky', 'entry_minny')|,100,True,7.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,100,True,10.0,0.45454545454545459,1
0.25,|('entry_micky', 'entry_minny')|,100,True,11.0,0.30000000000000004,1
0.25,|('entry_micky', 'entry_minny')|,100,True,12.0,0.20000000000000001,1
0.25,|('entry_micky', 'entry_minny')|,100,True,14.0,0.27272727272727271,1
0.25,|('entry_micky', 'entry_minny')|,100,True,15.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,500,True,1.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,500,True,2.0,0.33333333333333331,1
0.25,|('entry_micky', 'entry_minny')|,500,True,3.0,0.5,1
0.25,|('entry_micky', 'entry_minny')|,500,True,4.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,500,True,6.0,0.44285714285714295,2
0.25,|('entry_micky', 'entry_minny')|,500,True,7.0,0.39523809523809528,3
0.25,|('entry_micky', 'entry_minny')|,500,True,8.0,0.5714285714285714,1
0.25,|('entry_micky', 'entry_minny')|,500,True,10.0,0.66666666666666663,2
0.25,|('entry_micky', 'entry_minny')|,500,True,11.0,0.61111111111111116,3
0.25,|('entry_micky', 'entry_minny')|,500,True,13.0,0.5,1
0.25,|('entry_micky', 'entry_minny')|,500,True,14.0,0.45238095238095238,3
0.25,|('entry_micky', 'entry_minny')|,500,True,15.0,0.5,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,1.0,0.54545454545454541,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,2.0,0.25000000000000006,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,3.0,0.5,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,4.0,0.7857142857142857,2
0.25,|('entry_micky', 'entry_minny')|,1000,True,5.0,0.42857142857142849,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,6.0,0.375,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,8.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,10.0,0.5,2
0.25,|('entry_micky', 'entry_minny')|,1000,True,11.0,0.5,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,13.0,0.375,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,14.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,1000,True,15.0,0.45454545454545453,1
0.25,|('entry_micky', 'entry_minny')|,2000,True,9.0,0.41666666666666663,1
0.25,|('entry_micky', 'entry_minny')|,2000,True,14.0,0.58333333333333337,1
0.25,|('entry_micky', 'entry_minny')|,2000,True,5.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,2000,True,6.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,2000,True,7.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,3000,True,2.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,3000,True,6.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,3000,True,7.0,1.0,1
