PROB,LINK,NUM,OBSERVED,TRANTIME,AVGPROB,NDETECT
0.25,|('entry_micky', 'entry_minny')|,3000,True,8.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,3000,True,9.0,0.42857142857142855,1
0.25,|('entry_micky', 'entry_minny')|,3000,True,10.0,0.5714285714285714,1
0.25,|('entry_micky', 'entry_minny')|,3000,True,15.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,4000,True,1.0,0.55555555555555558,1
0.25,|('entry_micky', 'entry_minny')|,4000,True,6.0,1.0,1
0.25,|('entry_micky', 'entry_minny')|,4000,True,15.0,0.44444444444444448,1
0.25,|('entry_micky', 'entry_minny')|,5000,True,6.0,1.0,1
0.25,|('entry_minny', 'exit_goofy')|,100,True,1.0,1.0,1
0.25,|('entry_minny', 'exit_goofy')|,500,False,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_goofy')|,1000,False,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_goofy')|,2000,False,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_goofy')|,3000,False,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_goofy')|,4000,False,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_goofy')|,5000,False,0.0,0.0,0.0
0.25,|('exit_donald', 'entry_micky')|,100,True,0.0,0.0,0.0
0.25,|('exit_donald', 'entry_micky')|,500,True,0.0,0.0,0.0
0.25,|('exit_donald', 'entry_micky')|,1000,True,0.0,0.0,0.0
0.25,|('exit_donald', 'entry_micky')|,2000,True,0.0,0.0,0.0
0.25,|('exit_donald', 'entry_micky')|,3000,True,0.0,0.0,0.0
0.25,|('exit_donald', 'entry_micky')|,4000,True,0.0,0.0,0.0
0.25,|('exit_donald', 'entry_micky')|,5000,True,0.0,0.0,0.0
0.25,|('entry_minny', 'entry_micky')|,100,True,1.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,100,True,2.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,100,True,7.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,500,True,1.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,500,True,5.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,500,True,6.0,0.5714285714285714,1
0.25,|('entry_minny', 'entry_micky')|,500,True,10.0,0.5,1
0.25,|('entry_minny', 'entry_micky')|,500,True,11.0,0.54761904761904767,2
0.25,|('entry_minny', 'entry_micky')|,500,True,12.0,0.5,1
0.25,|('entry_minny', 'entry_micky')|,500,True,13.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,500,True,15.0,0.33333333333333337,1
0.25,|('entry_minny', 'entry_micky')|,1000,True,0.0,1.0,2
0.25,|('entry_minny', 'entry_micky')|,1000,True,1.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,1000,True,2.0,0.25,1
0.25,|('entry_minny', 'entry_micky')|,1000,True,3.0,0.25,1
0.25,|('entry_minny', 'entry_micky')|,1000,True,4.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,1000,True,6.0,0.25,1
0.25,|('entry_minny', 'entry_micky')|,1000,True,9.0,0.75,2
0.25,|('entry_minny', 'entry_micky')|,1000,True,10.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,1000,True,11.0,0.58333333333333337,3
0.25,|('entry_minny', 'entry_micky')|,2000,True,0.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,2000,True,6.0,0.38461538461538458,1
0.25,|('entry_minny', 'entry_micky')|,2000,True,7.0,0.30769230769230771,1
0.25,|('entry_minny', 'entry_micky')|,2000,True,8.0,0.45454545454545453,1
0.25,|('entry_minny', 'entry_micky')|,2000,True,9.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,2000,True,13.0,0.65384615384615385,2
0.25,|('entry_minny', 'entry_micky')|,2000,True,14.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,2000,True,15.0,0.54545454545454541,1
0.25,|('entry_minny', 'entry_micky')|,3000,True,4.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,4000,True,5.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,5000,True,7.0,1.0,1
0.25,|('entry_minny', 'entry_micky')|,5000,True,5.0,0.5,1
0.25,|('entry_minny', 'entry_micky')|,5000,True,15.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,100,True,5.0,0.29032258064516125,1
0.25,|('exit_goofy', 'exit_donald')|,100,True,9.0,0.29411764705882354,1
0.25,|('exit_goofy', 'exit_donald')|,100,True,10.0,0.29411764705882354,1
0.25,|('exit_goofy', 'exit_donald')|,100,True,11.0,0.41176470588235298,1
0.25,|('exit_goofy', 'exit_donald')|,100,True,12.0,0.48387096774193555,1
0.25,|('exit_goofy', 'exit_donald')|,100,True,14.0,0.61290322580645162,2
0.25,|('exit_goofy', 'exit_donald')|,500,True,2.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,500,True,3.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,500,True,4.0,0.36363636363636365,1
0.25,|('exit_goofy', 'exit_donald')|,500,True,6.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,500,True,7.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,500,True,8.0,0.63636363636363635,1
0.25,|('exit_goofy', 'exit_donald')|,500,True,9.0,0.44444444444444442,1
0.25,|('exit_goofy', 'exit_donald')|,500,True,10.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,500,True,11.0,0.75,2
0.25,|('exit_goofy', 'exit_donald')|,500,True,12.0,0.52777777777777779,2
0.25,|('exit_goofy', 'exit_donald')|,1000,True,0.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,1000,True,1.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,1000,True,4.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,1000,True,5.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,1000,True,10.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,1000,True,11.0,1.0,4
0.25,|('exit_goofy', 'exit_donald')|,1000,True,12.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,1000,True,13.0,1.0,2
0.25,|('exit_goofy', 'exit_donald')|,2000,True,0.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,2000,True,1.0,1.0,2
0.25,|('exit_goofy', 'exit_donald')|,2000,True,2.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,2000,True,3.0,0.77777777777777779,3
0.25,|('exit_goofy', 'exit_donald')|,2000,True,4.0,0.54074074074074074,3
0.25,|('exit_goofy', 'exit_donald')|,2000,True,5.0,0.29999999999999999,1
0.25,|('exit_goofy', 'exit_donald')|,2000,True,6.0,0.22222222222222224,1
0.25,|('exit_goofy', 'exit_donald')|,2000,True,8.0,0.22222222222222224,1
0.25,|('exit_goofy', 'exit_donald')|,2000,True,10.0,0.40000000000000002,2
0.25,|('exit_goofy', 'exit_donald')|,2000,True,15.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,3000,True,1.0,0.80000000000000004,2
0.25,|('exit_goofy', 'exit_donald')|,3000,True,2.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,3000,True,5.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,3000,True,6.0,0.54545454545454541,1
0.25,|('exit_goofy', 'exit_donald')|,3000,True,7.0,0.45454545454545459,1
0.25,|('exit_goofy', 'exit_donald')|,3000,True,10.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,3000,True,11.0,0.69999999999999996,2
0.25,|('exit_goofy', 'exit_donald')|,3000,True,15.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,4000,True,10.0,0.75,2
0.25,|('exit_goofy', 'exit_donald')|,4000,True,3.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,4000,True,12.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,4000,True,2.0,0.5,1
0.25,|('exit_goofy', 'exit_donald')|,5000,True,9.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,5000,True,5.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,5000,True,14.0,1.0,1
0.25,|('exit_goofy', 'exit_donald')|,5000,True,13.0,1.0,1
0.25,|('exit_daisy', 'entry_micky')|,100,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_micky')|,500,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_micky')|,1000,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_micky')|,2000,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_micky')|,3000,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_micky')|,4000,True,0.0,0.0,0.0
0.25,|('exit_daisy', 'entry_micky')|,5000,True,0.0,0.0,0.0
0.25,|('exit_donald', 'exit_goofy')|,100,False,0.0,0.0,0.0
0.25,|('exit_donald', 'exit_goofy')|,500,True,10.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,500,True,12.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,500,True,14.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,1000,True,1.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,1000,True,2.0,0.72222222222222232,2
0.25,|('exit_donald', 'exit_goofy')|,1000,True,3.0,0.61904761904761907,2
0.25,|('exit_donald', 'exit_goofy')|,1000,True,8.0,0.59523809523809523,2
0.25,|('exit_donald', 'exit_goofy')|,1000,True,9.0,0.73015873015873012,3
0.25,|('exit_donald', 'exit_goofy')|,1000,True,10.0,0.5714285714285714,1
0.25,|('exit_donald', 'exit_goofy')|,1000,True,11.0,0.59523809523809523,2
0.25,|('exit_donald', 'exit_goofy')|,1000,True,13.0,0.19047619047619049,1
0.25,|('exit_donald', 'exit_goofy')|,1000,True,15.0,0.49206349206349198,2
0.25,|('exit_donald', 'exit_goofy')|,2000,True,8.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,2000,True,1.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,2000,True,2.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,2000,True,11.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,2000,True,7.0,1.0,2
0.25,|('exit_donald', 'exit_goofy')|,3000,True,5.0,1.0,2
0.25,|('exit_donald', 'exit_goofy')|,3000,True,7.0,0.33333333333333331,1
0.25,|('exit_donald', 'exit_goofy')|,3000,True,8.0,0.58333333333333326,2
0.25,|('exit_donald', 'exit_goofy')|,3000,True,10.0,0.5,1
0.25,|('exit_donald', 'exit_goofy')|,3000,True,11.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,3000,True,15.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,4000,True,9.0,0.625,2
0.25,|('exit_donald', 'exit_goofy')|,4000,True,3.0,0.25,1
0.25,|('exit_donald', 'exit_goofy')|,4000,True,4.0,0.25,1
0.25,|('exit_donald', 'exit_goofy')|,4000,True,14.0,0.25,1
0.25,|('exit_donald', 'exit_goofy')|,5000,True,8.0,0.36842105263157893,1
0.25,|('exit_donald', 'exit_goofy')|,5000,True,1.0,0.31578947368421051,1
0.25,|('exit_donald', 'exit_goofy')|,5000,True,3.0,1.0,1
0.25,|('exit_donald', 'exit_goofy')|,5000,True,12.0,0.31578947368421051,1
0.25,|('entry_minny', 'exit_donald')|,100,True,1.0,1.0,1
0.25,|('entry_minny', 'exit_donald')|,100,True,10.0,1.0,1
0.25,|('entry_minny', 'exit_donald')|,100,True,2.0,1.0,1
0.25,|('entry_minny', 'exit_donald')|,100,True,5.0,1.0,1
0.25,|('entry_minny', 'exit_donald')|,500,True,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_donald')|,1000,True,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_donald')|,2000,True,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_donald')|,3000,True,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_donald')|,4000,True,0.0,0.0,0.0
0.25,|('entry_minny', 'exit_donald')|,5000,True,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_donald')|,100,True,5.0,0.79626618488407108,5
0.25,|('entry_micky', 'exit_donald')|,100,True,6.0,0.7546672688949112,4
0.25,|('entry_micky', 'exit_donald')|,500,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_donald')|,1000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_donald')|,2000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_donald')|,3000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_donald')|,4000,False,0.0,0.0,0.0
0.25,|('entry_micky', 'exit_donald')|,5000,False,0.0,0.0,0.0
0.25,|('exit_daisy', 'exit_donald')|,100,True,3.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,100,True,13.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,500,True,2.0,0.40000000000000002,1
0.25,|('exit_daisy', 'exit_donald')|,500,True,6.0,0.46515151515151515,3
0.25,|('exit_daisy', 'exit_donald')|,500,True,9.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,500,True,11.0,0.375,1
0.25,|('exit_daisy', 'exit_donald')|,500,True,12.0,0.375,1
0.25,|('exit_daisy', 'exit_donald')|,500,True,13.0,0.45454545454545453,1
0.25,|('exit_daisy', 'exit_donald')|,1000,True,0.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,1000,True,2.0,0.75,2
0.25,|('exit_daisy', 'exit_donald')|,1000,True,3.0,0.34090909090909094,2
0.25,|('exit_daisy', 'exit_donald')|,1000,True,5.0,0.29090909090909089,2
0.25,|('exit_daisy', 'exit_donald')|,1000,True,6.0,0.39090909090909098,2
0.25,|('exit_daisy', 'exit_donald')|,1000,True,8.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,1000,True,9.0,0.29090909090909089,2
0.25,|('exit_daisy', 'exit_donald')|,1000,True,10.0,0.27272727272727271,1
0.25,|('exit_daisy', 'exit_donald')|,1000,True,11.0,0.80000000000000004,2
0.25,|('exit_daisy', 'exit_donald')|,1000,True,13.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,1000,True,15.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,2000,True,0.0,0.75,2
0.25,|('exit_daisy', 'exit_donald')|,2000,True,1.0,0.75,2
0.25,|('exit_daisy', 'exit_donald')|,2000,True,2.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,2000,True,3.0,0.5,1
0.25,|('exit_daisy', 'exit_donald')|,2000,True,4.0,0.75,2
0.25,|('exit_daisy', 'exit_donald')|,2000,True,5.0,0.83333333333333337,3
0.25,|('exit_daisy', 'exit_donald')|,2000,True,6.0,1.0,3
0.25,|('exit_daisy', 'exit_donald')|,2000,True,9.0,0.40384615384615385,2
0.25,|('exit_daisy', 'exit_donald')|,2000,True,12.0,0.30769230769230771,1
0.25,|('exit_daisy', 'exit_donald')|,2000,True,13.0,0.5,1
0.25,|('exit_daisy', 'exit_donald')|,2000,True,14.0,0.47115384615384615,4
0.25,|('exit_daisy', 'exit_donald')|,3000,True,3.0,0.42857142857142855,1
0.25,|('exit_daisy', 'exit_donald')|,3000,True,5.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,3000,True,8.0,0.45000000000000001,1
0.25,|('exit_daisy', 'exit_donald')|,3000,True,9.0,0.55000000000000004,1
0.25,|('exit_daisy', 'exit_donald')|,3000,True,12.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,3000,True,13.0,0.8571428571428571,3
0.25,|('exit_daisy', 'exit_donald')|,3000,True,14.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,4000,True,0.0,1.0,2
0.25,|('exit_daisy', 'exit_donald')|,4000,True,1.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,4000,True,2.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,4000,True,3.0,0.5,1
0.25,|('exit_daisy', 'exit_donald')|,4000,True,7.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,4000,True,9.0,0.75,2
0.25,|('exit_daisy', 'exit_donald')|,4000,True,10.0,0.69999999999999996,2
0.25,|('exit_daisy', 'exit_donald')|,4000,True,12.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,4000,True,13.0,0.80000000000000004,2
0.25,|('exit_daisy', 'exit_donald')|,5000,True,1.0,1.0,2
0.25,|('exit_daisy', 'exit_donald')|,5000,True,4.0,0.75,2
0.25,|('exit_daisy', 'exit_donald')|,5000,True,5.0,0.79166666666666663,3
0.25,|('exit_daisy', 'exit_donald')|,5000,True,7.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,5000,True,9.0,0.75,2
0.25,|('exit_daisy', 'exit_donald')|,5000,True,10.0,0.65625,2
0.25,|('exit_daisy', 'exit_donald')|,5000,True,12.0,1.0,1
0.25,|('exit_daisy', 'exit_donald')|,5000,True,13.0,1.0,2
0.25,|('exit_daisy', 'exit_donald')|,5000,True,15.0,0.3125,1
0.50,|('exit_donald', 'entry_minny')|,100,True,0.0,0.14726027397260275,1
0.50,|('exit_donald', 'entry_minny')|,100,True,1.0,0.35557763942198228,8
0.50,|('exit_donald', 'entry_minny')|,100,True,2.0,0.85931802074106356,29
0.50,|('exit_donald', 'entry_minny')|,100,True,3.0,0.31126214003986596,3
0.50,|('exit_donald', 'entry_minny')|,100,True,4.0,0.15410958904109587,1
0.50,|('exit_donald', 'entry_minny')|,500,True,2.0,1.0,2
0.50,|('exit_donald', 'entry_minny')|,1000,True,0.0,0.0,0.0
0.50,|('exit_donald', 'entry_minny')|,2000,True,0.0,0.0,0.0
0.50,|('exit_donald', 'entry_minny')|,3000,True,0.0,0.0,0.0
0.50,|('exit_donald', 'entry_minny')|,4000,True,0.0,0.0,0.0
0.50,|('exit_donald', 'entry_minny')|,5000,True,0.0,0.0,0.0
0.50,|('entry_minny', 'exit_daisy')|,100,True,2.0,0.19639951671365286,2
0.50,|('entry_minny', 'exit_daisy')|,100,True,3.0,0.27920334990262552,3
0.50,|('entry_minny', 'exit_daisy')|,100,True,4.0,0.91454011970657878,25
0.50,|('entry_minny', 'exit_daisy')|,100,True,5.0,0.2589523849898609,3
0.50,|('entry_minny', 'exit_daisy')|,100,True,6.0,0.12923076923076926,1
0.50,|('entry_minny', 'exit_daisy')|,500,True,4.0,1.0,4
0.50,|('entry_minny', 'exit_daisy')|,1000,False,0.0,0.0,0.0
0.50,|('entry_minny', 'exit_daisy')|,2000,False,0.0,0.0,0.0
0.50,|('entry_minny', 'exit_daisy')|,3000,False,0.0,0.0,0.0
0.50,|('entry_minny', 'exit_daisy')|,4000,False,0.0,0.0,0.0
0.50,|('entry_minny', 'exit_daisy')|,5000,False,0.0,0.0,0.0
0.50,|('exit_donald', 'exit_donald')|,100,True,0.0,0.5,1
0.50,|('exit_donald', 'exit_donald')|,100,True,1.0,0.55797101449275355,3
0.50,|('exit_donald', 'exit_donald')|,100,True,2.0,1.0,1
0.50,|('exit_donald', 'exit_donald')|,100,True,3.0,0.2608695652173913,1
0.50,|('exit_donald', 'exit_donald')|,100,True,4.0,0.5,1
0.50,|('exit_donald', 'exit_donald')|,100,True,6.0,0.5,1
0.50,|('exit_donald', 'exit_donald')|,100,True,8.0,0.17391304347826086,1
0.50,|('exit_donald', 'exit_donald')|,100,True,10.0,0.17391304347826086,1
0.50,|('exit_donald', 'exit_donald')|,100,True,11.0,0.35869565217391308,2
0.50,|('exit_donald', 'exit_donald')|,100,True,13.0,0.5,1
0.50,|('exit_donald', 'exit_donald')|,500,True,0.0,0.30769230769230765,1
0.50,|('exit_donald', 'exit_donald')|,500,True,1.0,0.59373885918003566,8
0.50,|('exit_donald', 'exit_donald')|,500,True,2.0,0.1452214452214452,3
0.50,|('exit_donald', 'exit_donald')|,500,True,3.0,0.21626521626521625,3
0.50,|('exit_donald', 'exit_donald')|,500,True,4.0,0.24469696969696969,4
0.50,|('exit_donald', 'exit_donald')|,500,True,5.0,0.67647058823529416,2
0.50,|('exit_donald', 'exit_donald')|,500,True,6.0,0.78571428571428581,2
0.50,|('exit_donald', 'exit_donald')|,500,True,7.0,0.50277777777777777,4
0.50,|('exit_donald', 'exit_donald')|,500,True,9.0,0.10000000000000001,1
0.50,|('exit_donald', 'exit_donald')|,500,True,10.0,0.22727272727272727,2
0.50,|('exit_donald', 'exit_donald')|,500,True,11.0,0.22032428355957767,4
0.50,|('exit_donald', 'exit_donald')|,500,True,12.0,0.57777777777777783,3
0.50,|('exit_donald', 'exit_donald')|,500,True,13.0,0.20629370629370627,2
0.50,|('exit_donald', 'exit_donald')|,500,True,14.0,0.56547619047619047,4
0.50,|('exit_donald', 'exit_donald')|,500,True,15.0,0.10000000000000001,1
0.50,|('exit_donald', 'exit_donald')|,1000,True,0.0,0.75,2
0.50,|('exit_donald', 'exit_donald')|,1000,True,1.0,0.81414141414141417,15
0.50,|('exit_donald', 'exit_donald')|,1000,True,2.0,0.47727272727272729,2
0.50,|('exit_donald', 'exit_donald')|,1000,True,3.0,0.33333333333333337,1
0.50,|('exit_donald', 'exit_donald')|,1000,True,4.0,0.25,1
0.50,|('exit_donald', 'exit_donald')|,1000,True,5.0,0.5,1
0.50,|('exit_donald', 'exit_donald')|,1000,True,8.0,0.3611111111111111,3
0.50,|('exit_donald', 'exit_donald')|,1000,True,9.0,0.66666666666666674,2
0.50,|('exit_donald', 'exit_donald')|,1000,True,10.0,1.0,1
0.50,|('exit_donald', 'exit_donald')|,1000,True,11.0,0.33333333333333331,1
0.50,|('exit_donald', 'exit_donald')|,1000,True,12.0,0.41666666666666663,2
0.50,|('exit_donald', 'exit_donald')|,1000,True,13.0,0.66666666666666663,2
0.50,|('exit_donald', 'exit_donald')|,1000,True,14.0,0.33333333333333331,1
0.50,|('exit_donald', 'exit_donald')|,2000,True,0.0,0.47058823529411764,1
0.50,|('exit_donald', 'exit_donald')|,2000,True,1.0,0.76437584603219255,14
0.50,|('exit_donald', 'exit_donald')|,2000,True,2.0,0.22727272727272727,1
0.50,|('exit_donald', 'exit_donald')|,2000,True,4.0,0.26315789473684209,1
0.50,|('exit_donald', 'exit_donald')|,2000,True,6.0,0.42424242424242425,3
0.50,|('exit_donald', 'exit_donald')|,2000,True,7.0,0.62777777777777777,3
0.50,|('exit_donald', 'exit_donald')|,2000,True,8.0,1.0,1
0.50,|('exit_donald', 'exit_donald')|,2000,True,9.0,0.71052631578947367,2
0.50,|('exit_donald', 'exit_donald')|,2000,True,11.0,0.22727272727272727,1
0.50,|('exit_donald', 'exit_donald')|,2000,True,13.0,0.53333333333333333,1
0.50,|('exit_donald', 'exit_donald')|,3000,True,1.0,0.76252723311546844,9
0.50,|('exit_donald', 'exit_donald')|,3000,True,2.0,1.0,1
0.50,|('exit_donald', 'exit_donald')|,3000,True,3.0,0.40196078431372545,2
0.50,|('exit_donald', 'exit_donald')|,3000,True,7.0,1.0,1
0.50,|('exit_donald', 'exit_donald')|,3000,True,9.0,0.49999999999999994,2
0.50,|('exit_donald', 'exit_donald')|,3000,True,11.0,1.0,1
0.50,|('exit_donald', 'exit_donald')|,3000,True,15.0,0.33333333333333331,1
0.50,|('exit_donald', 'exit_donald')|,4000,True,8.0,1.0,1
0.50,|('exit_donald', 'exit_donald')|,4000,True,1.0,0.96078431372549011,12
0.50,|('exit_donald', 'exit_donald')|,4000,True,6.0,0.4705882352941177,1
0.50,|('exit_donald', 'exit_donald')|,5000,True,0.0,0.5,1
0.50,|('exit_donald', 'exit_donald')|,5000,True,1.0,0.89766081871345038,9
0.50,|('exit_donald', 'exit_donald')|,5000,True,15.0,0.4210526315789474,1
0.50,|('entry_minny', 'entry_minny')|,100,True,1.0,0.31527093596059114,2
0.50,|('entry_minny', 'entry_minny')|,100,True,2.0,0.30344827586206896,2
0.50,|('entry_minny', 'entry_minny')|,100,True,3.0,0.22068965517241379,2
0.50,|('entry_minny', 'entry_minny')|,100,True,4.0,0.48029556650246302,4
0.50,|('entry_minny', 'entry_minny')|,100,True,5.0,0.2857142857142857,1
0.50,|('entry_minny', 'entry_minny')|,100,True,6.0,0.24285714285714288,2
0.50,|('entry_minny', 'entry_minny')|,100,True,8.0,1.0,1
0.50,|('entry_minny', 'entry_minny')|,100,True,9.0,0.32857142857142857,3
0.50,|('entry_minny', 'entry_minny')|,100,True,10.0,1.0,1
0.50,|('entry_minny', 'entry_minny')|,100,True,12.0,0.64285714285714279,1
0.50,|('entry_minny', 'entry_minny')|,100,True,14.0,0.5,1
0.50,|('entry_minny', 'entry_minny')|,100,True,15.0,0.5,1
0.50,|('entry_minny', 'entry_minny')|,500,True,0.0,0.61538461538461542,2
0.50,|('entry_minny', 'entry_minny')|,500,True,1.0,0.7615384615384615,5
0.50,|('entry_minny', 'entry_minny')|,500,True,2.0,0.66666666666666663,2
0.50,|('entry_minny', 'entry_minny')|,500,True,3.0,0.70961538461538454,4
0.50,|('entry_minny', 'entry_minny')|,500,True,4.0,0.68269230769230771,4
0.50,|('entry_minny', 'entry_minny')|,500,True,6.0,0.54999999999999993,2
0.50,|('entry_minny', 'entry_minny')|,500,True,7.0,0.44047619047619047,4
0.50,|('entry_minny', 'entry_minny')|,500,True,8.0,0.40109890109890112,2
0.50,|('entry_minny', 'entry_minny')|,500,True,9.0,0.38076923076923075,2
0.50,|('entry_minny', 'entry_minny')|,500,True,10.0,0.3666666666666667,2
0.50,|('entry_minny', 'entry_minny')|,500,True,11.0,0.19999999999999998,1
0.50,|('entry_minny', 'entry_minny')|,500,True,12.0,0.19999999999999998,1
0.50,|('entry_minny', 'entry_minny')|,500,True,14.0,0.5,1
0.50,|('entry_minny', 'entry_minny')|,500,True,15.0,1.0,1
0.50,|('entry_minny', 'entry_minny')|,1000,True,1.0,0.6014960348293682,9
0.50,|('entry_minny', 'entry_minny')|,1000,True,2.0,0.36269841269841269,4
0.50,|('entry_minny', 'entry_minny')|,1000,True,3.0,0.36538461538461542,2
0.50,|('entry_minny', 'entry_minny')|,1000,True,4.0,0.59999999999999998,2
0.50,|('entry_minny', 'entry_minny')|,1000,True,5.0,0.69444444444444442,2
0.50,|('entry_minny', 'entry_minny')|,1000,True,6.0,1.0,2
0.50,|('entry_minny', 'entry_minny')|,1000,True,7.0,0.625,2
0.50,|('entry_minny', 'entry_minny')|,1000,True,8.0,0.66666666666666663,3
0.50,|('entry_minny', 'entry_minny')|,1000,True,9.0,0.72727272727272729,2
0.50,|('entry_minny', 'entry_minny')|,1000,True,10.0,0.23076923076923078,1
0.50,|('entry_minny', 'entry_minny')|,1000,True,11.0,0.44999999999999996,2
0.50,|('entry_minny', 'entry_minny')|,1000,True,12.0,0.31666666666666665,3
0.50,|('entry_minny', 'entry_minny')|,1000,True,14.0,0.59999999999999998,2
0.50,|('entry_minny', 'entry_minny')|,1000,True,15.0,0.41538461538461535,2
0.50,|('entry_minny', 'entry_minny')|,2000,True,0.0,0.38636363636363635,2
0.50,|('entry_minny', 'entry_minny')|,2000,True,1.0,0.68666560712015268,11
0.50,|('entry_minny', 'entry_minny')|,2000,True,2.0,1.0,1
0.50,|('entry_minny', 'entry_minny')|,2000,True,3.0,0.19230769230769229,1
0.50,|('entry_minny', 'entry_minny')|,2000,True,4.0,0.32954545454545453,3
0.50,|('entry_minny', 'entry_minny')|,2000,True,5.0,0.25,1
0.50,|('entry_minny', 'entry_minny')|,2000,True,6.0,1.0,1
0.50,|('entry_minny', 'entry_minny')|,2000,True,11.0,0.19230769230769229,1
0.50,|('entry_minny', 'entry_minny')|,2000,True,12.0,0.625,2
0.50,|('entry_minny', 'entry_minny')|,2000,True,14.0,0.45454545454545447,1
0.50,|('entry_minny', 'entry_minny')|,2000,True,15.0,0.67307692307692313,2
