LINK,NUM,OBSERVED,TRANTIME,AVGPROB,NDETECT
|('exit_donald', 'entry_minny')|,100,True,0.0,0.22299242424242424,3
|('exit_donald', 'entry_minny')|,100,True,1.0,0.33511479134178113,12
|('exit_donald', 'entry_minny')|,100,True,2.0,0.82675669289089693,30
|('exit_donald', 'entry_minny')|,100,True,3.0,0.17534722222222221,2
|('exit_donald', 'entry_minny')|,100,True,5.0,0.15625,1
|('exit_donald', 'entry_minny')|,500,True,2.0,1.0,30
|('exit_donald', 'entry_minny')|,1000,True,2.0,1.0,30
|('exit_donald', 'entry_minny')|,2000,True,2.0,1.0,30
|('exit_donald', 'entry_minny')|,3000,True,2.0,1.0,30
|('exit_donald', 'entry_minny')|,4000,True,2.0,1.0,30
|('exit_donald', 'entry_minny')|,5000,True,2.0,1.0,30
|('entry_minny', 'exit_daisy')|,100,True,2.0,0.17031992975131302,3
|('entry_minny', 'exit_daisy')|,100,True,3.0,0.31776694602007749,6
|('entry_minny', 'exit_daisy')|,100,True,4.0,0.82153072916144187,30
|('entry_minny', 'exit_daisy')|,100,True,5.0,0.26757305704906381,8
|('entry_minny', 'exit_daisy')|,100,True,6.0,0.20000000000000001,1
|('entry_minny', 'exit_daisy')|,100,True,7.0,0.20338983050847456,1
|('entry_minny', 'exit_daisy')|,100,True,10.0,0.23999999999999999,1
|('entry_minny', 'exit_daisy')|,100,True,11.0,0.15254237288135589,1
|('entry_minny', 'exit_daisy')|,500,True,4.0,1.0,30
|('entry_minny', 'exit_daisy')|,1000,True,4.0,1.0,30
|('entry_minny', 'exit_daisy')|,2000,True,4.0,1.0,30
|('entry_minny', 'exit_daisy')|,3000,True,4.0,1.0,30
|('entry_minny', 'exit_daisy')|,4000,True,4.0,1.0,30
|('entry_minny', 'exit_daisy')|,5000,True,4.0,1.0,30
|('exit_donald', 'exit_donald')|,100,True,8.0,0.5,1
|('exit_donald', 'exit_donald')|,100,True,1.0,0.66666666666666663,1
|('exit_donald', 'exit_donald')|,100,True,4.0,0.33333333333333331,1
|('exit_donald', 'exit_donald')|,100,True,5.0,1.0,2
|('exit_donald', 'exit_donald')|,100,True,15.0,0.5,1
|('exit_donald', 'exit_donald')|,500,True,0.0,0.5,1
|('exit_donald', 'exit_donald')|,500,True,1.0,0.66666666666666674,2
|('exit_donald', 'exit_donald')|,500,True,2.0,0.81481481481481477,3
|('exit_donald', 'exit_donald')|,500,True,3.0,0.33333333333333337,1
|('exit_donald', 'exit_donald')|,500,True,5.0,0.23076923076923078,1
|('exit_donald', 'exit_donald')|,500,True,9.0,0.33333333333333337,1
|('exit_donald', 'exit_donald')|,500,True,10.0,0.5,1
|('exit_donald', 'exit_donald')|,500,True,11.0,0.15384615384615383,1
|('exit_donald', 'exit_donald')|,500,True,12.0,0.61111111111111116,2
|('exit_donald', 'exit_donald')|,500,True,13.0,0.15384615384615383,1
|('exit_donald', 'exit_donald')|,500,True,14.0,0.33333333333333337,1
|('exit_donald', 'exit_donald')|,500,True,15.0,0.46153846153846156,1
|('exit_donald', 'exit_donald')|,1000,True,0.0,0.23076923076923075,1
|('exit_donald', 'exit_donald')|,1000,True,1.0,0.31709401709401708,5
|('exit_donald', 'exit_donald')|,1000,True,2.0,0.60555555555555562,4
|('exit_donald', 'exit_donald')|,1000,True,4.0,0.20000000000000001,2
|('exit_donald', 'exit_donald')|,1000,True,5.0,1.0,1
|('exit_donald', 'exit_donald')|,1000,True,6.0,0.13333333333333333,1
|('exit_donald', 'exit_donald')|,1000,True,7.0,0.26666666666666666,2
|('exit_donald', 'exit_donald')|,1000,True,8.0,0.23888888888888887,4
|('exit_donald', 'exit_donald')|,1000,True,9.0,0.22991452991452993,4
|('exit_donald', 'exit_donald')|,1000,True,10.0,0.22222222222222221,1
|('exit_donald', 'exit_donald')|,1000,True,11.0,0.66666666666666663,3
|('exit_donald', 'exit_donald')|,1000,True,12.0,0.23333333333333334,2
|('exit_donald', 'exit_donald')|,1000,True,13.0,0.5,1
|('exit_donald', 'exit_donald')|,1000,True,14.0,0.39999999999999997,1
|('exit_donald', 'exit_donald')|,1000,True,15.0,0.23076923076923075,1
|('exit_donald', 'exit_donald')|,2000,True,0.0,0.58333333333333337,3
|('exit_donald', 'exit_donald')|,2000,True,1.0,0.68521945890366942,13
|('exit_donald', 'exit_donald')|,2000,True,2.0,0.69999999999999996,2
|('exit_donald', 'exit_donald')|,2000,True,3.0,0.66666666666666674,2
|('exit_donald', 'exit_donald')|,2000,True,4.0,0.39285714285714285,3
|('exit_donald', 'exit_donald')|,2000,True,6.0,0.33035714285714285,4
|('exit_donald', 'exit_donald')|,2000,True,8.0,0.69047619047619047,4
|('exit_donald', 'exit_donald')|,2000,True,9.0,0.16666666666666666,1
|('exit_donald', 'exit_donald')|,2000,True,10.0,1.0,2
|('exit_donald', 'exit_donald')|,2000,True,11.0,0.44444444444444442,1
|('exit_donald', 'exit_donald')|,2000,True,12.0,0.32846003898635479,3
|('exit_donald', 'exit_donald')|,2000,True,13.0,0.32017543859649122,3
|('exit_donald', 'exit_donald')|,2000,True,14.0,0.35797827903091062,5
|('exit_donald', 'exit_donald')|,3000,True,0.0,0.30210622710622709,4
|('exit_donald', 'exit_donald')|,3000,True,1.0,0.50816017316017315,20
|('exit_donald', 'exit_donald')|,3000,True,2.0,0.6074074074074074,3
|('exit_donald', 'exit_donald')|,3000,True,3.0,0.59999999999999998,1
|('exit_donald', 'exit_donald')|,3000,True,4.0,0.40740740740740738,3
|('exit_donald', 'exit_donald')|,3000,True,5.0,0.30568181818181817,4
|('exit_donald', 'exit_donald')|,3000,True,7.0,0.31111111111111112,2
|('exit_donald', 'exit_donald')|,3000,True,8.0,0.62962962962962965,3
|('exit_donald', 'exit_donald')|,3000,True,9.0,0.33412698412698411,5
|('exit_donald', 'exit_donald')|,3000,True,10.0,0.19999999999999998,1
|('exit_donald', 'exit_donald')|,3000,True,11.0,0.25757575757575757,2
|('exit_donald', 'exit_donald')|,3000,True,12.0,0.25281385281385282,3
|('exit_donald', 'exit_donald')|,3000,True,13.0,0.19047619047619047,1
|('exit_donald', 'exit_donald')|,3000,True,14.0,0.338998778998779,5
|('exit_donald', 'exit_donald')|,3000,True,15.0,0.24407814407814404,5
|('exit_donald', 'exit_donald')|,4000,True,0.0,0.57936507936507942,3
|('exit_donald', 'exit_donald')|,4000,True,1.0,0.81131259521352395,19
